,Rank,Player Name,Team,Blocks,Errors,Rebounds,Average per match,Efficiency %,Total,Year
0,1,Erdem,TUR,46,62,89,2.71,-8.12,197,2021
1,2,Kocic,SRB,43,67,56,2.87,-14.46,166,2021
2,3,Janssens,BEL,40,44,47,2.86,-3.05,131,2021
3,4,Koroleva,RUS,38,62,81,2.53,-13.26,181,2021
4,5,Timmerman,NED,37,79,70,2.47,-22.58,186,2021
5,6,Carol,BRA,35,53,32,2.50,-15.00,120,2021
6,7,Jineiry,DOM,33,68,72,2.20,-20.23,173,2021
7,8,Maglio,CAN,31,65,58,2.21,-22.08,154,2021
8,9,Weitzel,GER,27,72,58,1.80,-28.66,157,2021
9,9,Zhang C.N.,CHN,27,23,23,1.80,5.48,73,2021
10,9,Cross,CAN,27,45,56,1.80,-14.06,128,2021
11,10,Fetisova,RUS,26,40,54,1.86,-11.67,120,2021
12,10,Mazzaro,ITA,26,31,24,1.73,-6.17,81,2021
13,11,Tandara,BRA,25,42,44,1.47,-15.32,111,2021
14,11,Ana Beatriz,BRA,25,41,36,1.67,-15.69,102,2021
15,12,Schölzel,GER,23,52,34,1.53,-26.61,109,2021
16,12,Yang Hyo Jin,KOR,23,45,32,1.53,-22.00,100,2021
17,12,Fe Garay,BRA,23,42,47,1.35,-16.96,112,2021
18,13,Yang H.Y.,CHN,22,40,26,1.57,-20.45,88,2021
19,13,Stysiak,POL,22,35,19,1.47,-17.11,76,2021
20,13,Gabi,BRA,22,30,30,1.29,-9.76,82,2021
21,14,Karakurt,TUR,21,38,38,1.24,-17.53,97,2021
22,14,Araki,JPN,21,50,46,1.24,-24.79,117,2021
23,14,Carol Gattaz,BRA,21,48,57,1.40,-21.43,126,2021
24,15,Van Avermaet,BEL,20,41,34,1.33,-22.11,95,2021
25,15,Caric,SRB,20,20,24,2.22,0.00,64,2021
26,15,Alagierska,POL,20,34,38,1.33,-15.22,92,2021
27,15,Efimienko,POL,20,43,47,1.54,-20.91,110,2021
28,15,Van Ryk,CAN,20,36,30,1.43,-18.60,86,2021
29,16,Daalderop,NED,19,33,37,1.27,-15.73,89,2021
30,16,Medic,SRB,19,32,36,1.27,-14.94,87,2021
31,16,Goncharova,RUS,19,17,40,1.36,2.63,76,2021
32,16,T.Pleumjit,THA,19,48,43,1.27,-26.36,110,2021
33,16,Thompson,USA,19,27,28,1.12,-10.81,74,2021
34,16,Washington,USA,19,47,54,1.19,-23.33,120,2021
35,17,Yan N.,CHN,18,14,15,3.60,8.51,47,2021
36,18,Korneluk,POL,17,18,26,1.55,-1.64,61,2021
37,18,Łukasik,POL,17,31,13,1.13,-22.95,61,2021
38,18,Smarzek,POL,17,25,32,1.42,-10.81,74,2021
39,18,Johnson,CAN,17,26,14,1.13,-15.79,57,2021
40,19,Orthmann,GER,16,18,21,1.07,-3.64,55,2021
41,19,Valdez,DOM,16,43,14,1.33,-36.99,73,2021
42,20,Buijs,NED,15,34,18,1.00,-28.36,67,2021
43,20,Sobolska,POL,15,34,31,1.00,-23.75,80,2021
44,20,BARTSCH-HACKLEY,USA,15,22,23,1.07,-11.67,60,2021
45,20,Lohuis,NED,15,41,45,1.25,-25.74,101,2021
46,20,Ogbogu,USA,15,23,38,1.36,-10.53,76,2021
47,21,Akman,TUR,14,37,36,0.88,-26.44,87,2021
48,21,Fedorovtseva,RUS,14,15,18,0.93,-2.13,47,2021
49,21,Jeongah,KOR,14,24,30,0.93,-14.71,68,2021
50,21,Akinradewo,USA,14,46,34,1.00,-34.04,94,2021
51,22,Baladın,TUR,13,25,16,0.76,-22.22,54,2021
52,22,Alsmeier,GER,13,19,13,0.87,-13.33,45,2021
53,22,Shimamura,JPN,13,38,47,0.93,-25.51,98,2021
54,22,Wang Y.Y.,CHN,13,33,34,0.87,-25.00,80,2021
55,22,Dahyeon,KOR,13,23,23,0.93,-16.95,59,2021
56,22,Nwakalor S.,ITA,13,31,10,0.87,-33.33,54,2021
57,22,Melli,ITA,13,6,2,0.87,33.33,21,2021
58,22,Górecka,POL,13,18,13,0.93,-11.36,44,2021
59,22,Brie,CAN,13,31,19,0.93,-28.57,63,2021
60,22,Yuan X.Y.,CHN,13,28,25,2.17,-22.73,66,2021
61,23,Bongaerts,NED,12,41,44,0.80,-29.90,97,2021
62,23,Herbots,BEL,12,48,35,0.86,-37.89,95,2021
63,23,Diken,TUR,12,20,18,0.71,-16.00,50,2021
64,23,Kosheleva,RUS,12,18,15,1.09,-13.33,45,2021
65,23,Furlan,ITA,12,18,14,0.86,-13.64,44,2021
66,23,Güneş,TUR,12,23,31,1.71,-16.67,66,2021
67,24,İvegin,TUR,11,19,20,0.65,-16.00,50,2021
68,24,Koga,JPN,11,26,34,0.69,-21.13,71,2021
69,24,Momii,JPN,11,39,25,0.69,-37.33,75,2021
70,24,Li Y.,CHN,11,30,17,0.79,-32.76,58,2021
71,24,Eve,DOM,11,30,28,0.79,-27.54,69,2021
72,25,Özbay,TUR,10,30,24,0.59,-31.25,64,2021
73,25,Lozo,SRB,10,16,18,0.67,-13.64,44,2021
74,25,Mirosavljevic,SRB,10,14,12,0.67,-11.11,36,2021
75,25,Janiska,GER,10,2,0,2.50,66.67,12,2021
76,25,Rivera,DOM,10,26,17,0.67,-30.19,53,2021
77,25,Nowicka,POL,10,25,20,0.67,-27.27,55,2021
78,25,Poulter,USA,10,18,27,0.77,-14.55,55,2021
79,26,Van Gestel,BEL,9,43,43,0.60,-35.79,95,2021
80,26,Lazović,SRB,9,22,23,0.90,-24.07,54,2021
81,26,Jaksic,SRB,9,18,20,0.60,-19.15,47,2021
82,26,Ishikawa,JPN,9,19,19,0.53,-21.28,47,2021
83,26,Jiyun J.,KOR,9,23,22,0.60,-25.93,54,2021
84,26,Martinez,DOM,9,20,21,0.60,-22.00,50,2021
85,26,Bonifacio,ITA,9,33,24,0.60,-36.36,66,2021
86,26,Guerra,ITA,9,8,2,0.64,5.26,19,2021
87,26,Lubian,ITA,9,29,36,0.60,-27.03,74,2021
88,26,Cook,USA,9,14,14,0.69,-13.51,37,2021
89,27,Djordjevic,SRB,8,20,9,0.53,-32.43,37,2021
90,27,Imoudu,GER,8,23,24,0.53,-27.27,55,2021
91,27,Drewniok,GER,8,21,26,0.53,-23.64,55,2021
92,27,Voronkova,RUS,8,24,31,0.53,-25.40,63,2021
93,27,Kurogo,JPN,8,32,26,0.47,-36.36,66,2021
94,27,Duan F.,CHN,8,4,7,0.89,21.05,19,2021
95,27,Kim Yeon Koung,KOR,8,17,27,0.53,-17.31,52,2021
96,27,Peña Isabel,DOM,8,6,16,0.53,6.67,30,2021
97,27,Mingardi,ITA,8,14,13,0.62,-17.14,35,2021
98,27,Macris,BRA,8,30,25,0.47,-34.92,63,2021
99,28,Baijens,NED,7,16,15,0.88,-23.68,38,2021
100,28,Guilliams,BEL,7,37,26,0.47,-42.86,70,2021
101,28,Delic,SRB,7,8,3,0.47,-5.56,18,2021
102,28,Brovkina,RUS,7,16,9,0.47,-28.12,32,2021
103,28,Hill,USA,7,6,6,0.47,5.26,19,2021
104,29,Dambrink,NED,6,16,16,0.67,-26.32,38,2021
105,29,Scholten,NED,6,8,11,0.46,-8.00,25,2021
106,29,Naz,TUR,6,7,9,0.67,-4.55,22,2021
107,29,Okumura,JPN,6,14,10,0.40,-26.67,30,2021
108,29,Yamada,JPN,6,22,18,0.40,-34.78,46,2021
109,29,De La Cruz,DOM,6,17,17,0.40,-27.50,40,2021
110,29,Gaila,DOM,6,21,13,0.55,-37.50,40,2021
111,29,Hancock,USA,6,10,15,0.40,-12.90,31,2021
112,29,Tapp,USA,6,6,4,0.50,0.00,16,2021
113,29,Drews,USA,6,25,28,0.35,-32.20,59,2021
114,29,D'Odorico,ITA,6,23,16,0.46,-37.78,45,2021
115,29,Omoruyi,ITA,6,6,4,0.40,0.00,16,2021
116,29,Czyrniańska,POL,6,7,9,0.43,-4.55,22,2021
117,29,Adenizia,BRA,6,16,6,0.50,-35.71,28,2021
118,29,Lemmens,BEL,6,14,29,0.43,-16.33,49,2021
119,30,Startseva,RUS,5,20,24,0.38,-30.61,49,2021
120,30,K.Malika,THA,5,37,36,0.33,-41.03,78,2021
121,30,Yao D.,CHN,5,20,20,0.33,-33.33,45,2021
122,30,Liu Y.H.,CHN,5,12,8,0.36,-28.00,25,2021
123,30,Soyoung,KOR,5,21,16,0.33,-38.10,42,2021
124,30,Eunjin,KOR,5,30,21,0.33,-44.64,56,2021
125,30,Songyi,KOR,5,18,12,0.33,-37.14,35,2021
126,30,Dixon,USA,5,8,10,0.38,-13.04,23,2021
127,30,Parsons,USA,5,1,2,0.45,50.00,8,2021
128,30,Bosio,ITA,5,31,34,0.33,-37.14,70,2021
129,30,Mitrovic,CAN,5,30,27,0.33,-40.32,62,2021
130,30,Gong X.Y.,CHN,5,11,10,0.83,-23.08,26,2021
131,31,Van de Vyver I.,BEL,4,43,39,0.27,-45.35,86,2021
132,31,Güveli,TUR,4,8,6,0.50,-22.22,18,2021
133,31,Boz,TUR,4,13,19,0.24,-25.00,36,2021
134,31,Kalaç,TUR,4,19,18,0.29,-36.59,41,2021
135,31,Savic,SRB,4,15,10,0.31,-37.93,29,2021
136,31,Kästner,GER,4,6,4,0.27,-14.29,14,2021
137,31,Vanjak,GER,4,6,5,0.40,-13.33,15,2021
138,31,K.Karina,THA,4,17,20,0.27,-31.71,41,2021
139,31,Larson,USA,4,22,11,0.24,-48.65,37,2021
140,31,Matveeva,RUS,4,8,7,0.36,-21.05,19,2021
141,31,Ogoms,CAN,4,5,4,0.33,-7.69,13,2021
142,31,Zhu T.,CHN,4,9,5,0.67,-27.78,18,2021
143,31,Ding X.,CHN,4,8,6,0.67,-22.22,18,2021
144,32,Korevaar,NED,3,1,5,0.21,22.22,9,2021
145,32,Van Sas,BEL,3,0,2,0.25,60.00,5,2021
146,32,Uzelac,SRB,3,6,3,0.20,-25.00,12,2021
147,32,Markovic,SRB,3,24,21,0.25,-43.75,48,2021
148,32,Poll,GER,3,6,9,0.21,-16.67,18,2021
149,32,Malygina,RUS,3,4,6,0.50,-7.69,13,2021
150,32,Ishii,JPN,3,3,2,0.18,0.00,8,2021
151,32,T.Nootsara,THA,3,16,21,0.20,-32.50,40,2021
152,32,Diao L.Y.,CHN,3,6,1,0.33,-30.00,10,2021
153,32,Hyejin,KOR,3,5,8,0.43,-12.50,16,2021
154,32,Seungju,KOR,3,13,4,0.20,-50.00,20,2021
155,32,Plummer,USA,3,3,1,0.60,0.00,7,2021
156,32,Carlini,USA,3,3,0,0.50,0.00,6,2021
157,32,Różański,POL,3,2,3,0.23,12.50,8,2021
158,32,Joseph,CAN,3,18,12,0.20,-45.45,33,2021
159,32,Mayany,BRA,3,6,8,0.25,-17.65,17,2021
160,32,Li Y.Y.,CHN,3,4,6,0.50,-7.69,13,2021
161,32,Piva,ITA,3,4,9,0.50,-6.25,16,2021
162,33,De Valkeneer,BEL,2,1,6,0.29,11.11,9,2021
163,33,Smirnova,RUS,2,10,5,0.14,-47.06,17,2021
164,33,Gao Y.,CHN,2,8,9,0.22,-31.58,19,2021
165,33,Dain,KOR,2,12,8,0.15,-45.45,22,2021
166,33,Marte,DOM,2,27,32,0.13,-40.98,61,2021
167,33,Robitaille,CAN,2,1,4,0.25,14.29,7,2021
168,33,Stigrot,GER,2,12,6,0.17,-50.00,20,2021
169,33,Rosamaria,BRA,2,5,11,0.14,-16.67,18,2021
170,33,Akutagawa,JPN,2,1,1,0.22,25.00,4,2021
171,33,Plak,NED,2,15,10,0.20,-48.15,27,2021
172,33,Lazareva,RUS,2,5,6,0.33,-23.08,13,2021
173,33,Natália,BRA,2,7,2,0.50,-45.45,11,2021
174,34,M. Jasper,NED,1,5,9,0.07,-26.67,15,2021
175,34,"Bock, J.",GER,1,0,0,0.08,100.00,1,2021
176,34,Kapustina,RUS,1,0,0,0.12,100.00,1,2021
177,34,Tashiro,JPN,1,3,0,0.07,-50.00,4,2021
178,34,Seki,JPN,1,2,0,0.12,-33.33,3,2021
179,34,Hayashi,JPN,1,1,4,0.06,0.00,6,2021
180,34,S.Onuma,THA,1,24,23,0.07,-47.92,48,2021
181,34,A.Wilavan,THA,1,7,2,0.07,-60.00,10,2021
182,34,H.Amporn,THA,1,6,7,0.08,-35.71,14,2021
183,34,N.Watchareeya,THA,1,4,5,0.07,-30.00,10,2021
184,34,Liu X.T.,CHN,1,18,5,0.08,-70.83,24,2021
185,34,Rodriguez,DOM,1,5,7,0.07,-30.77,13,2021
186,34,Mambru,DOM,1,6,2,0.07,-55.56,9,2021
187,34,Battistoni,ITA,1,4,2,0.10,-42.86,7,2021
188,34,Łazowska,POL,1,4,2,0.11,-42.86,7,2021
189,34,Dani Lins,BRA,1,3,3,0.11,-28.57,7,2021
190,34,Ana Cristina,BRA,1,2,0,0.09,-33.33,3,2021
191,34,Van Buskirk,CAN,1,3,6,0.12,-20.00,10,2021
192,34,Gryka,POL,1,4,6,0.10,-27.27,11,2021
193,34,Nabeya,JPN,1,0,0,0.08,100.00,1,2021
194,34,Buse,TUR,1,1,3,0.12,0.00,5,2021
195,34,Morello,ITA,1,3,5,0.20,-22.22,9,2021
196,34,Wenerska,POL,1,7,9,0.17,-35.29,17,2021
197,35,Knip,NED,0,0,0,,,0,2021
198,35,Savelkoel,NED,0,0,0,,,0,2021
199,35,Schoot,NED,0,0,0,,,0,2021
200,35,Van Aalen,NED,0,0,0,,,0,2021
201,35,de Zwart,NED,0,0,0,,,0,2021
202,35,Gilson,BEL,0,8,3,0.00,-72.73,11,2021
203,35,Demeyer,BEL,0,0,0,,,0,2021
204,35,Van de Vyver J.,BEL,0,0,0,,,0,2021
205,35,Rampelberg,BEL,0,0,0,,,0,2021
206,35,Stragier,BEL,0,2,1,0.00,-66.67,3,2021
207,35,Aköz,TUR,0,0,0,,,0,2021
208,35,Ercan,TUR,0,2,1,0.00,-66.67,3,2021
209,35,Aykaç,TUR,0,0,0,,,0,2021
210,35,Djurdjevic,SRB,0,0,0,,,0,2021
211,35,Gocanin,SRB,0,0,0,,,0,2021
212,35,Bock,GER,0,0,0,,,0,2021
213,35,Ambrosius,GER,0,2,0,0.00,-100.00,2,2021
214,35,Pogany,GER,0,0,0,,,0,2021
215,35,Pilipenko,RUS,0,0,0,,,0,2021
216,35,Lazareva E.,RUS,0,5,4,0.00,-55.56,9,2021
217,35,Zaytseva,RUS,0,0,0,,,0,2021
218,35,Kobata,JPN,0,0,0,,,0,2021
219,35,Inoue,JPN,0,0,0,,,0,2021
220,35,P. Piyanut,THA,0,0,0,,,0,2021
221,35,M.Sirima,THA,0,1,2,0.00,-33.33,3,2021
222,35,Tirawan,THA,0,0,0,,,0,2021
223,35,C.Sutadta,THA,0,16,10,0.00,-61.54,26,2021
224,35,C.Tapaphaipun,THA,0,1,1,0.00,-50.00,2,2021
225,35,Pattiya,THA,0,1,0,0.00,-100.00,1,2021
226,35,Zheng Y.X.,CHN,0,0,2,0.00,0.00,2,2021
227,35,Lin L.,CHN,0,0,0,,,0,2021
228,35,Wang M.J.,CHN,0,0,0,,,0,2021
229,35,Dahye,KOR,0,0,0,,,0,2021
230,35,Jiyoung,KOR,0,0,0,,,0,2021
231,35,Seoyoung,KOR,0,0,1,0.00,0.00,1,2021
232,35,Castillo,DOM,0,0,0,,,0,2021
233,35,Dominguez,DOM,0,5,6,0.00,-45.45,11,2021
234,35,Larysmer,DOM,0,0,0,,,0,2021
235,35,Wong-Orantes,USA,0,0,0,,,0,2021
236,35,Courtney,USA,0,0,0,,,0,2021
237,35,De Bortoli,ITA,0,0,0,,,0,2021
238,35,Fersino,ITA,0,0,0,,,0,2021
239,35,Stenzel,POL,0,0,0,,,0,2021
240,35,Jagła,POL,0,0,0,,,0,2021
241,35,Fedusio,POL,0,3,1,0.00,-75.00,4,2021
242,35,Nyeme,BRA,0,0,0,,,0,2021
243,35,Sheilla,BRA,0,2,2,0.00,-50.00,4,2021
244,35,C. Brait,BRA,0,0,0,,,0,2021
245,35,Lorenne,BRA,0,0,1,0.00,0.00,1,2021
246,35,Bujan,CAN,0,0,0,,,0,2021
247,35,Smith,CAN,0,5,1,0.00,-83.33,6,2021
248,35,White,CAN,0,3,6,0.00,-33.33,9,2021
249,35,Gray,CAN,0,0,0,,,0,2021
250,35,Livingston,CAN,0,6,0,0.00,-100.00,6,2021
251,35,Austin,CAN,0,0,1,0.00,0.00,1,2021
252,35,P.Gullapa,THA,0,1,0,0.00,-100.00,1,2021
253,35,N.Chatsuda,THA,0,3,0,0.00,-100.00,3,2021
254,35,Hye Seon,KOR,0,8,6,0.00,-57.14,14,2021
255,35,Krenicky,BEL,0,0,2,0.00,0.00,2,2021
256,35,Gorbunova,RUS,0,0,0,,,0,2021
257,35,Roberta,BRA,0,1,3,0.00,-25.00,4,2021
258,35,Perez,DOM,0,0,0,,,0,2021
259,35,Druzkowska,POL,0,0,0,,,0,2021
260,35,Meijers,NED,0,0,0,,,0,2021
261,35,Cekulaev,GER,0,0,0,,,0,2021
262,35,Snape,CAN,0,0,0,,,0,2021
263,35,Bukilić,SRB,0,2,2,0.00,-50.00,4,2021
264,35,Cvetkovic,SRB,0,1,1,0.00,-50.00,2,2021
265,35,Pipunyrova,RUS,0,0,1,0.00,0.00,1,2021
266,35,Soraya,THA,0,1,0,0.00,-100.00,1,2021
267,35,H. Jasper,NED,0,0,0,,,0,2021
268,35,Podkopaeva,RUS,0,0,0,,,0,2021
269,35,S. Sahin,TUR,0,0,0,,,0,2021
270,35,Cebecioğlu,TUR,0,0,0,,,0,2021
271,35,De Tant,BEL,0,0,0,,,0,2021
272,35,Reesink,NED,0,0,0,,,0,2021
273,35,Aydın,TUR,0,4,5,0.00,-44.44,9,2021
274,35,Oude Luttikhuis,NED,0,0,0,,,0,2021
275,1,Carol,BRA,63,78,77,4.20,-6.88,218,2022
276,2,Güneş,TUR,51,74,94,3.40,-10.50,219,2022
277,3,Aleksić,SRB,47,72,92,3.13,-11.85,211,2022
278,4,Stevanović,SRB,40,98,97,2.67,-24.68,235,2022
279,5,Timmerman,NED,36,79,57,3.00,-25.00,172,2022
280,6,Erdem,TUR,33,72,92,2.20,-19.80,197,2022
281,6,Wang Y.Y.,CHN,33,50,66,2.54,-11.41,149,2022
282,7,Janssens,BEL,32,29,36,2.67,3.09,97,2022
283,8,Dimitrova N.,BUL,30,50,40,2.50,-16.67,120,2022
284,8,Yuan X.Y.,CHN,30,81,73,2.31,-27.72,184,2022
285,9,Kisy,BRA,29,31,25,1.93,-2.35,85,2022
286,9,M. Chatchu-On,THA,29,34,20,2.23,-6.02,83,2022
287,10,Danesi,ITA,27,28,40,2.45,-1.05,95,2022
288,11,Jineiry,DOM,26,45,46,2.17,-16.24,117,2022
289,11,Maglio,CAN,26,43,29,2.17,-17.35,98,2022
290,12,Lohuis,NED,25,50,53,2.08,-19.53,128,2022
291,13,Weitzel,GER,23,47,42,1.92,-21.43,112,2022
292,13,Cross,CAN,23,34,39,1.92,-11.46,96,2022
293,14,Özbay,TUR,20,41,27,1.33,-23.86,88,2022
294,14,Korneluk,POL,20,32,30,2.50,-14.63,82,2022
295,15,Gaila,DOM,19,33,23,1.58,-18.67,75,2022
296,15,Różański,POL,19,28,27,1.58,-12.16,74,2022
297,15,Bjelica,SRB,19,26,33,1.27,-8.97,78,2022
298,16,Koga,JPN,18,20,26,1.38,-3.12,64,2022
299,16,Gong X.Y.,CHN,18,42,26,1.38,-27.91,86,2022
300,16,Li Y.Y.,CHN,18,46,28,1.38,-30.43,92,2022
301,17,Karakurt,TUR,17,40,37,1.13,-24.47,94,2022
302,17,Chirichella,ITA,17,52,51,1.13,-29.17,120,2022
303,17,Brie,CAN,17,26,13,1.42,-16.07,56,2022
304,17,Lemmens,BEL,17,45,52,1.42,-24.56,114,2022
305,18,Diana,BRA,16,12,18,2.00,8.70,46,2022
306,18,Johnson,CAN,16,16,21,1.33,0.00,53,2022
307,18,Savelkoel,NED,16,13,10,1.33,7.69,39,2022
308,19,Gonzalez,DOM,15,30,31,1.25,-19.74,76,2022
309,19,Herbots,BEL,15,27,27,1.25,-17.39,69,2022
310,19,Lozo,SRB,15,24,20,1.36,-15.25,59,2022
311,20,B. Hattaya,THA,14,49,47,1.40,-31.82,110,2022
312,20,Malinov,ITA,14,15,38,0.93,-1.49,67,2022
313,20,Egonu,ITA,14,19,23,1.27,-8.93,56,2022
314,20,Julia Kudiess,BRA,14,25,24,1.27,-17.46,63,2022
315,21,Pri Daroit,BRA,13,16,22,0.87,-5.88,51,2022
316,21,Baladın,TUR,13,20,20,0.87,-13.21,53,2022
317,21,Bonifacio,ITA,13,18,22,0.87,-9.43,53,2022
318,22,Frantti,USA,12,3,8,1.33,39.13,23,2022
319,22,K. Pimpichaya,THA,12,25,40,0.92,-16.88,77,2022
320,22,K. Ajcharaporn,THA,12,22,29,0.92,-15.87,63,2022
321,22,Nwakalor S.,ITA,12,23,13,0.80,-22.92,48,2022
322,22,Szlagowska,POL,12,20,13,1.00,-17.78,45,2022
323,22,Hoyoung,KOR,12,24,28,1.50,-18.75,64,2022
324,22,Juah,KOR,12,22,11,1.20,-22.22,45,2022
325,22,Van Avermaet,BEL,12,36,34,1.20,-29.27,82,2022
326,23,Stigrot,GER,11,23,10,0.92,-27.27,44,2022
327,23,Bergmann,BRA,11,22,12,0.73,-24.44,45,2022
328,23,Peña Isabel,DOM,11,20,21,0.92,-17.31,52,2022
329,23,Todorova M.,BUL,11,36,23,0.92,-35.71,70,2022
330,23,Van Ryk,CAN,11,29,40,0.92,-22.50,80,2022
331,23,Dahyeon,KOR,11,35,19,0.92,-36.92,65,2022
332,23,Shimamura,JPN,11,37,32,0.85,-32.50,80,2022
333,23,Inoue,JPN,11,13,24,0.85,-4.17,48,2022
334,23,Washington,USA,11,23,14,1.22,-25.00,48,2022
335,24,Schölzel,GER,10,47,32,0.83,-41.57,89,2022
336,24,Parsons,USA,10,8,4,1.11,9.09,22,2022
337,24,Rettke,USA,10,13,20,1.11,-6.98,43,2022
338,24,Sohwi,KOR,10,14,15,0.83,-10.26,39,2022
339,24,Diao L.Y.,CHN,10,25,29,1.00,-23.44,64,2022
340,24,Plak,NED,10,15,13,0.83,-13.16,38,2022
341,25,Orthmann,GER,9,19,11,0.75,-25.64,39,2022
342,25,Hall,USA,9,8,18,1.12,2.86,35,2022
343,25,Alagierska,POL,9,13,18,1.12,-10.00,40,2022
344,25,Witkowska,POL,9,16,9,1.12,-20.59,34,2022
345,25,Gray,CAN,9,16,22,0.75,-14.89,47,2022
346,25,Yordanova,BUL,9,13,13,1.12,-11.43,35,2022
347,25,Tapp,USA,9,18,12,1.00,-23.08,39,2022
348,25,Ogbogu,USA,9,21,26,1.80,-21.43,56,2022
349,26,Alsmeier,GER,8,10,10,0.73,-7.14,28,2022
350,26,Macris,BRA,8,26,23,0.53,-31.58,57,2022
351,26,Hinojosa,DOM,8,8,2,0.67,0.00,18,2022
352,26,G. Pornpun,THA,8,30,40,0.62,-28.21,78,2022
353,26,Degradi,ITA,8,21,16,0.67,-28.89,45,2022
354,26,Wołosz,POL,8,19,27,0.67,-20.37,54,2022
355,26,Jeongah,KOR,8,14,5,0.67,-22.22,27,2022
356,26,Wang Y.L.,CHN,8,15,8,0.62,-22.58,31,2022
357,26,Dambrink,NED,8,16,16,0.67,-20.00,40,2022
358,26,Czyrniańska,POL,8,11,11,1.00,-10.00,30,2022
359,26,Pietrini,ITA,8,11,6,1.14,-12.00,25,2022
360,27,Martinez,DOM,7,14,25,0.58,-15.22,46,2022
361,27,S. Sahin,TUR,7,12,8,0.64,-18.52,27,2022
362,27,Jin Y.,CHN,7,15,13,0.54,-22.86,35,2022
363,27,B. Jarasporn,THA,7,26,18,0.88,-37.25,51,2022
364,27,Poulter,USA,7,10,4,1.40,-14.29,21,2022
365,28,Drews,USA,6,15,6,0.67,-33.33,27,2022
366,28,Paskova,BUL,6,35,24,0.50,-44.62,65,2022
367,28,Vuchkova,BUL,6,15,14,1.50,-25.71,35,2022
368,28,Chausheva,BUL,6,26,28,0.50,-33.33,60,2022
369,28,Van Gestel,BEL,6,19,21,0.50,-28.26,46,2022
370,28,Lazović,SRB,6,18,16,0.40,-30.00,40,2022
371,28,Milenković,SRB,6,8,8,0.55,-9.09,22,2022
372,28,Bosetti,ITA,6,8,10,0.86,-8.33,24,2022
373,28,Gabi,BRA,6,23,28,0.55,-29.82,57,2022
374,28,İvegin,TUR,6,11,9,0.55,-19.23,26,2022
375,28,Plummer,USA,6,9,6,0.67,-14.29,21,2022
376,28,Cook,USA,6,15,14,0.67,-25.71,35,2022
377,29,Vanjak,GER,5,10,6,0.42,-23.81,21,2022
378,29,Thompson,USA,5,10,7,0.56,-22.73,22,2022
379,29,Gryka,POL,5,19,16,0.42,-35.00,40,2022
380,29,HEEJIN,KOR,5,15,11,0.42,-32.26,31,2022
381,29,Drča,SRB,5,18,13,0.71,-36.11,36,2022
382,29,Ding X.,CHN,5,11,21,0.38,-16.22,37,2022
383,29,Buijs,NED,5,14,17,0.62,-25.00,36,2022
384,29,Buša,SRB,5,8,16,0.45,-10.34,29,2022
385,30,Lorena,BRA,4,9,9,0.27,-22.73,22,2022
386,30,K.Kaewkalaya,THA,4,33,47,0.31,-34.52,84,2022
387,30,Dimitrova,BUL,4,6,8,1.00,-11.11,18,2022
388,30,Kitipova,BUL,4,34,16,0.33,-55.56,54,2022
389,30,Lubian,ITA,4,4,16,0.27,0.00,24,2022
390,30,Grabka,POL,4,2,9,0.50,13.33,15,2022
391,30,Hayashi,JPN,4,24,24,0.31,-38.46,52,2022
392,30,Mihajlovic,SRB,4,6,2,0.57,-16.67,12,2022
393,30,Bongaerts,NED,4,28,38,0.33,-34.29,70,2022
394,30,M. Jasper,NED,4,9,8,0.33,-23.81,21,2022
395,30,Sylla,ITA,4,3,6,0.36,7.69,13,2022
396,30,Yokota,JPN,4,8,20,1.00,-12.50,32,2022
397,30,Jurczyk,POL,4,13,9,0.50,-34.62,26,2022
398,31,Lorenne,BRA,3,6,2,0.43,-27.27,11,2022
399,31,Dixon,USA,3,15,17,0.38,-34.29,35,2022
400,31,Kingdon,USA,3,2,4,0.38,11.11,9,2022
401,31,Butler,USA,3,3,2,0.75,0.00,8,2022
402,31,Bajema,USA,3,5,5,0.38,-15.38,13,2022
403,31,Marte,DOM,3,26,29,0.25,-39.66,58,2022
404,31,N. Thatdao,THA,3,10,6,1.00,-36.84,19,2022
405,31,Bosio,ITA,3,3,4,0.38,0.00,10,2022
406,31,Gennari,ITA,3,13,5,0.27,-47.62,21,2022
407,31,Mazzaro,ITA,3,1,5,0.75,22.22,9,2022
408,31,Górecka,POL,3,16,8,0.25,-48.15,27,2022
409,31,Łukasik,POL,3,12,10,0.25,-36.00,25,2022
410,31,Seonwoo,KOR,3,8,8,0.43,-26.32,19,2022
411,31,Ogawa,JPN,3,22,19,0.23,-43.18,44,2022
412,31,Martin,BEL,3,5,8,0.25,-12.50,16,2022
413,31,Stragier,BEL,3,4,6,0.30,-7.69,13,2022
414,31,Mirković,SRB,3,16,20,0.20,-33.33,39,2022
415,31,Zelenovic,SRB,3,5,6,0.75,-14.29,14,2022
416,31,Knollema,NED,3,5,3,0.25,-18.18,11,2022
417,31,Ogoms,CAN,3,8,16,0.38,-18.52,27,2022
418,31,Boz,TUR,3,7,13,0.27,-17.39,23,2022
419,31,Cuttino,USA,3,8,7,0.75,-27.78,18,2022
420,32,Janiska,GER,2,11,7,0.17,-45.00,20,2022
421,32,Cekulaev,GER,2,5,9,0.17,-18.75,16,2022
422,32,Mayany,BRA,2,6,3,0.25,-36.36,11,2022
423,32,Carlini,USA,2,14,16,0.22,-37.50,32,2022
424,32,Peralta,DOM,2,7,5,0.17,-35.71,14,2022
