,Rank,Player Name,Team,Digs,Errors,Receptions,Average per match,Success %,Total,Year
0,1,Balaso,ITA,161,48,25,10.73,68.80,234,2021
1,2,Kovačič,SLO,150,60,7,8.82,69.12,217,2021
2,3,Zenger,GER,141,58,23,9.40,63.51,222,2021
3,4,Grebennikov,FRA,137,50,19,9.79,66.50,206,2021
4,5,Perry,AUS,129,39,14,8.60,70.88,182,2021
5,6,Thales,BRA,103,30,9,6.06,72.54,142,2021
6,7,E. Shoji,USA,101,37,3,6.73,71.63,141,2021
7,8,Yamamoto,JPN,100,36,9,6.67,68.97,145,2021
8,9,Arman,IRI,97,39,6,6.47,68.31,142,2021
9,10,Bann,CAN,96,27,7,8.73,73.85,130,2021
10,11,V. Ivanov,BUL,93,39,8,6.64,66.43,140,2021
11,11,Golubev,RUS,93,37,4,6.20,69.40,134,2021
12,12,Dronkers,NED,90,36,5,6.00,68.70,131,2021
13,13,Ropret,SLO,87,28,20,5.12,64.44,135,2021
14,14,Bruno,BRA,82,22,17,4.82,67.77,121,2021
15,15,Pekovic,SRB,79,38,8,5.27,63.20,125,2021
16,15,Čebulj,SLO,79,31,13,4.65,64.23,123,2021
17,16,Ivović,SRB,75,27,8,5.00,68.18,110,2021
18,17,Zatorski,POL,74,25,11,4.35,67.27,110,2021
19,18,Zimmermann,GER,73,39,10,4.87,59.84,122,2021
20,18,Jovović,SRB,73,29,13,4.87,63.48,115,2021
21,19,Michieletto,ITA,72,18,6,4.80,75.00,96,2021
22,20,Lucarelli,BRA,69,23,6,4.60,70.41,98,2021
23,21,Schott,GER,68,34,9,4.53,61.26,111,2021
24,21,Conte,ARG,68,25,6,4.53,68.69,99,2021
25,22,Mikhaylov,RUS,64,12,5,4.57,79.01,81,2021
26,23,Dosanjh,AUS,63,43,15,4.20,52.07,121,2021
27,24,Urnaut,SLO,62,27,7,3.65,64.58,96,2021
28,25,Kliuka,RUS,59,12,7,4.21,75.64,78,2021
29,26,Ishikawa,JPN,57,21,7,4.07,67.06,85,2021
30,26,Nimir,NED,57,21,3,4.75,70.37,81,2021
31,26,Sbertoli,ITA,57,24,13,3.80,60.64,94,2021
32,27,Defalco,USA,56,21,8,3.73,65.88,85,2021
33,27,Andringa,NED,56,9,4,4.00,81.16,69,2021
34,27,Ngapeth,FRA,56,17,8,4.67,69.14,81,2021
35,28,Perrin,CAN,55,20,6,4.23,67.90,81,2021
36,29,Danani,ARG,53,23,9,7.57,62.35,85,2021
37,30,Blankenau,CAN,52,22,8,3.71,63.41,82,2021
38,31,T. Štern,SLO,51,14,4,3.40,73.91,69,2021
39,31,Kobzar,RUS,51,13,8,3.40,70.83,72,2021
40,31,Wojtaszek,POL,51,20,6,3.64,66.23,77,2021
41,32,Muagututia,USA,50,20,4,3.33,67.57,74,2021
42,32,Kubiak,POL,50,24,6,4.17,62.50,80,2021
43,33,Volkov,RUS,49,15,5,3.50,71.01,69,2021
44,33,Wallace,BRA,49,12,5,2.88,74.24,66,2021
45,34,Ran,JPN,48,22,5,3.20,64.00,75,2021
46,34,Recine,ITA,48,22,10,3.20,60.00,80,2021
47,35,Sekita,JPN,47,21,5,3.36,64.38,73,2021
48,35,Tuinstra,NED,47,22,9,3.36,60.26,78,2021
49,35,Drzyzga,POL,47,12,10,2.76,68.12,69,2021
50,35,Marshall,CAN,47,13,5,3.62,72.31,65,2021
51,36,Patry,FRA,46,14,7,3.29,68.66,67,2021
52,36,Ogawa,JPN,46,20,6,3.07,63.89,72,2021
53,36,Salehi,IRI,46,16,5,3.07,68.66,67,2021
54,36,Nelli,ITA,46,24,11,3.54,56.79,81,2021
55,37,Sclater,CAN,45,11,5,3.00,73.77,61,2021
56,37,S. Marouf,IRI,45,21,3,3.46,65.22,69,2021
57,38,Leal,BRA,44,13,1,2.93,75.86,58,2021
58,39,Brizard,FRA,43,17,7,2.69,64.18,67,2021
59,39,Clevenot,FRA,43,17,5,3.07,66.15,65,2021
60,39,Massimino,ARG,43,17,8,3.58,63.24,68,2021
61,40,Smith,AUS,42,24,3,3.50,60.87,69,2021
62,40,Ottevanger,NED,42,18,3,2.80,66.67,63,2021
63,40,Christenson,USA,42,20,8,3.50,60.00,70,2021
64,41,Milad,IRI,41,23,3,3.15,61.19,67,2021
65,41,Kazemi,IRI,41,19,10,2.93,58.57,70,2021
66,42,Asparuhov,BUL,40,23,3,2.67,60.61,66,2021
67,43,Toniutti,FRA,39,16,4,2.60,66.10,59,2021
68,43,Mote,AUS,39,14,4,2.79,68.42,57,2021
69,43,Kovačević,SRB,39,22,6,3.90,58.21,67,2021
70,43,Krsmanović,SRB,39,12,4,2.60,70.91,55,2021
71,43,Vernon,CAN,39,20,4,2.60,61.90,63,2021
72,43,Poglajen,ARG,39,8,3,3.55,78.00,50,2021
73,44,Tillie,FRA,38,22,8,2.38,55.88,68,2021
74,44,Ensing,USA,38,10,3,2.71,74.51,51,2021
75,44,Martinez Franchi,ARG,38,6,0,3.17,86.36,44,2021
76,45,Reichert,GER,37,12,6,2.47,67.27,55,2021
77,45,Kurek,POL,37,12,7,3.36,66.07,56,2021
78,45,De Cecco,ARG,37,17,7,2.47,60.66,61,2021
79,45,Keemink,NED,37,14,4,3.70,67.27,55,2021
80,46,Hoag,CAN,36,16,9,2.40,59.02,61,2021
81,47,Mendez,ARG,35,18,6,2.33,59.32,59,2021
82,48,Kaliberda,GER,34,8,4,2.62,73.91,46,2021
83,48,Fernando,BRA,34,10,1,2.00,75.56,45,2021
84,49,Chinenyeze,FRA,33,7,5,1.94,73.33,45,2021
85,49,Baranov,RUS,33,16,3,2.20,63.46,52,2021
86,49,Leon,POL,33,16,4,2.54,62.26,53,2021
87,50,Atanasijević,SRB,32,14,6,2.13,61.54,52,2021
88,50,Douglas,BRA,32,11,6,1.88,65.31,49,2021
89,51,Kozamernik,SLO,31,16,2,1.94,63.27,49,2021
90,51,Loeppky,CAN,31,10,4,2.21,68.89,45,2021
91,52,Boyer,FRA,30,23,7,2.00,50.00,60,2021
92,52,Podraščanin,SRB,30,12,4,2.00,65.22,46,2021
93,52,Pajenk,SLO,30,6,1,1.76,81.08,37,2021
94,52,Fornal,POL,30,7,2,2.50,76.92,39,2021
95,52,Pinali,ITA,30,21,2,2.00,56.60,53,2021
96,52,Anderson,USA,30,16,6,3.33,57.69,52,2021
97,53,Spirito,ITA,29,13,3,1.93,64.44,45,2021
98,53,TJ,CAN,29,8,4,3.62,70.73,41,2021
99,54,Seganov,BUL,28,17,8,1.87,52.83,53,2021
100,54,Hirsch,GER,28,8,2,2.00,73.68,38,2021
101,54,Perić,SRB,28,8,5,1.87,68.29,41,2021
102,54,De Weijer,NED,28,16,5,2.55,57.14,49,2021
103,54,Podlesnykh,RUS,28,7,6,2.00,68.29,41,2021
104,54,Pankov,RUS,28,14,7,1.87,57.14,49,2021
105,54,Smith,USA,28,4,3,2.00,80.00,35,2021
106,54,Alan,BRA,28,10,4,1.75,66.67,42,2021
107,55,Luburić,SRB,27,11,1,1.80,69.23,39,2021
108,55,Maique,BRA,27,8,3,1.59,71.05,38,2021
109,56,Atanasov,BUL,26,10,3,1.73,66.67,39,2021
110,56,Fujii,JPN,26,12,5,2.89,60.47,43,2021
111,56,Cortesia,ITA,26,10,2,1.86,68.42,38,2021
112,56,Flavio,BRA,26,6,1,1.53,78.79,33,2021
113,57,Diez,FRA,25,12,2,1.47,64.10,39,2021
114,57,Parapunov,BUL,25,17,3,1.67,55.56,45,2021
115,57,Krick,GER,25,1,2,1.79,89.29,28,2021
116,57,Lee,JPN,25,8,2,1.67,71.43,35,2021
117,57,Takanashi,JPN,25,27,2,1.79,46.30,54,2021
118,57,Otsuka,JPN,25,15,2,1.67,59.52,42,2021
119,57,Ter Horst,NED,25,17,2,2.27,56.82,44,2021
120,57,Pereyra L.,ARG,25,14,4,1.67,58.14,43,2021
121,58,Weber,GER,24,11,7,1.85,57.14,42,2021
122,58,Graham,AUS,24,29,4,1.60,42.11,57,2021
123,58,Hazrat,IRI,24,15,6,1.85,53.33,45,2021
124,58,Bogdan,RUS,24,4,4,1.60,75.00,32,2021
125,58,Łomacz,POL,24,3,9,1.41,66.67,36,2021
126,58,Bottolo,ITA,24,10,4,1.60,63.16,38,2021
127,58,Sole,ITA,24,4,0,2.18,85.71,28,2021
128,58,Loser Bruno,ARG,24,8,4,2.00,66.67,36,2021
129,59,Louati,FRA,23,11,2,1.77,63.89,36,2021
130,59,M. Ivanov,BUL,23,3,3,1.53,79.31,29,2021
131,59,Vadi,IRI,23,12,2,2.56,62.16,37,2021
132,59,K. Shoji,USA,23,2,4,1.77,79.31,29,2021
133,59,Semeniuk,POL,23,8,5,1.77,63.89,36,2021
134,59,Mauricio,BRA,23,7,1,1.35,74.19,31,2021
135,60,Fromm,GER,22,6,1,1.47,75.86,29,2021
136,60,Jaeschke,USA,22,18,4,1.83,50.00,44,2021
137,61,Rossard T,FRA,21,13,3,2.10,56.76,37,2021
138,62,Le Goff,FRA,20,4,3,1.18,74.07,27,2021
139,62,Maar,CAN,20,3,5,2.00,71.43,28,2021
140,62,Bieniek,POL,20,7,3,1.54,66.67,30,2021
141,62,Śliwka,POL,20,4,0,1.33,83.33,24,2021
142,63,Fukuzawa,JPN,19,1,2,1.36,86.36,22,2021
143,63,Isac,BRA,19,6,3,1.19,67.86,28,2021
144,64,Chavdarov,BUL,18,6,2,1.38,69.23,26,2021
145,64,Petrov,BUL,18,4,2,1.20,75.00,24,2021
146,64,Esfandiar,IRI,18,12,3,1.29,54.55,33,2021
147,64,Kapur,SRB,18,11,4,1.20,54.55,33,2021
148,64,Holt,USA,18,2,0,1.50,90.00,20,2021
149,64,Kochanowski,POL,18,5,2,1.50,72.00,25,2021
150,64,Ramos,ARG,18,6,7,1.20,58.06,31,2021
151,64,Plak,NED,18,6,0,1.38,75.00,24,2021
152,64,Kujundžić,SRB,18,5,2,1.29,72.00,25,2021
153,64,Todorović,SRB,18,6,0,1.38,75.00,24,2021
154,64,Lima B.,ARG,18,8,3,2.57,62.07,29,2021
155,65,Senica,AUS,17,7,5,1.13,58.62,29,2021
156,65,Možič,SLO,17,7,2,1.00,65.38,26,2021
157,65,Azeez,AUS,17,9,3,1.42,58.62,29,2021
158,66,Shimizu,JPN,16,11,6,1.23,48.48,33,2021
159,66,Onodera,JPN,16,11,1,1.23,57.14,28,2021
160,66,Yamauchi,JPN,16,7,2,1.07,64.00,25,2021
161,66,Seyed,IRI,16,6,9,1.14,51.61,31,2021
162,66,Muzaj,POL,16,0,2,1.45,88.89,18,2021
163,66,Otake,JPN,16,9,7,2.67,50.00,32,2021
164,67,Sokolov,BUL,15,4,4,1.88,65.22,23,2021
165,67,O'Dea,AUS,15,9,5,1.00,51.72,29,2021
166,67,Szwarc,CAN,15,6,3,1.00,62.50,24,2021
167,67,T. Sander,USA,15,4,1,2.50,75.00,20,2021
168,68,Lyneel,FRA,14,9,0,2.00,60.87,23,2021
169,68,Bultor,FRA,14,7,2,0.82,60.87,23,2021
170,68,Patch,USA,14,7,4,1.56,56.00,25,2021
171,68,Watten,USA,14,5,1,1.27,70.00,20,2021
172,68,Cavuto,ITA,14,11,1,0.93,53.85,26,2021
173,68,Morteza,IRI,14,1,2,1.27,82.35,17,2021
174,68,Van Berkel,CAN,14,5,0,1.00,73.68,19,2021
175,68,V.Stankov,BUL,14,5,4,1.40,60.87,23,2021
176,69,Karyagin,BUL,13,8,1,0.87,59.09,22,2021
177,69,Sossenheimer,GER,13,5,2,1.08,65.00,20,2021
178,69,Taylor,AUS,13,5,1,0.87,68.42,19,2021
179,69,M.Gholami,IRI,13,11,1,0.87,52.00,25,2021
180,69,Z. Štern,SLO,13,5,2,0.76,65.00,20,2021
181,69,Parkinson,NED,13,4,4,1.00,61.90,21,2021
182,69,Bednorz,POL,13,4,1,1.44,72.22,18,2021
183,69,Galassi,ITA,13,3,1,1.62,76.47,17,2021
184,69,Mosca,ITA,13,4,1,0.93,72.22,18,2021
185,69,Stahl,USA,13,1,3,1.00,76.47,17,2021
186,70,van Schie,NED,12,2,0,1.00,85.71,14,2021
187,70,Kurkaev,RUS,12,6,1,0.80,63.16,19,2021
188,70,Jansen Vandoorn,CAN,12,7,1,0.80,60.00,20,2021
189,70,Šket,SLO,12,7,3,0.75,54.55,22,2021
190,70,Nowakowski,POL,12,1,1,1.00,85.71,14,2021
191,71,Krage,GER,11,8,2,0.85,52.38,21,2021
192,71,Garrett,AUS,11,17,3,0.92,35.48,31,2021
193,71,Wiltenburg,NED,11,4,3,0.79,61.11,18,2021
194,71,van Tilburg,NED,11,6,4,0.73,52.38,21,2021
195,71,Kłos,POL,11,4,2,1.00,64.71,17,2021
196,71,Uriarte,ARG,11,5,2,1.10,61.11,18,2021
197,71,Vitelli,ITA,11,6,4,1.00,52.38,21,2021
198,71,Jendryk,USA,11,0,1,0.85,91.67,12,2021
199,71,Palacios,ARG,11,4,1,1.00,68.75,16,2021
200,72,Volvich,RUS,10,2,3,0.67,66.67,15,2021
201,72,Poletaev,RUS,10,2,2,0.67,71.43,14,2021
202,72,Vigrass,CAN,10,8,1,1.25,52.63,19,2021
203,72,Kaczmarek,POL,10,4,3,0.83,58.82,17,2021
204,72,Oya,JPN,10,5,2,1.25,58.82,17,2021
205,72,S.Ivanov,BUL,10,9,1,0.91,50.00,20,2021
206,72,Sanchez Pages,ARG,10,4,1,1.43,66.67,15,2021
207,73,Kolev,BUL,9,7,4,0.60,45.00,20,2021
208,73,Kartev,BUL,9,4,3,0.69,56.25,16,2021
209,73,Gasparini,SLO,9,2,1,0.56,75.00,12,2021
210,73,Van Der Ent,NED,9,5,3,0.82,52.94,17,2021
211,73,Jorna,NED,9,12,0,1.50,42.86,21,2021
212,73,Muserskiy,RUS,9,3,3,1.29,60.00,15,2021
213,73,Faure,FRA,9,8,4,1.80,42.86,21,2021
214,73,Javad,IRI,9,4,1,1.50,64.29,14,2021
215,73,Nishida,JPN,9,5,0,1.80,64.29,14,2021
216,74,A. Shafiei,IRI,8,2,1,1.33,72.73,11,2021
217,74,Vlasov,RUS,8,1,2,0.53,72.73,11,2021
218,74,Saadat,IRI,8,2,1,0.57,72.73,11,2021
219,75,Butler,AUS,7,2,0,0.47,77.78,9,2021
220,75,Walsh,CAN,7,7,0,0.70,50.00,14,2021
221,75,Palonsky,ARG,7,7,0,0.58,50.00,14,2021
222,75,Tuaniga,USA,7,3,0,1.40,70.00,10,2021
223,76,Mojarad,IRI,6,2,1,0.55,66.67,9,2021
224,76,Kovač,SRB,6,2,0,0.40,75.00,8,2021
225,76,Van Solkema,NED,6,3,1,0.50,60.00,10,2021
226,76,Pereira,CAN,6,4,1,0.50,54.55,11,2021
227,76,M. Souza,BRA,6,4,3,0.46,46.15,13,2021
228,77,Grozdanov,BUL,5,0,1,1.67,83.33,6,2021
229,77,Weir,AUS,5,7,1,0.33,38.46,13,2021
230,77,P. Fayazi,IRI,5,2,0,0.45,71.43,7,2021
231,77,Vinčić,SLO,5,9,0,0.36,35.71,14,2021
232,77,Semyshev,RUS,5,5,2,0.62,41.67,12,2021
233,77,Averill,USA,5,1,3,0.71,55.56,9,2021
234,77,Federici,ITA,5,4,1,0.33,50.00,10,2021
235,78,Böhme,GER,4,3,3,0.31,40.00,10,2021
236,78,Reza,IRI,4,1,2,0.36,57.14,7,2021
237,78,Nicolas,ARG,4,2,0,0.80,66.67,6,2021
238,78,Lyutskanov,BUL,4,2,1,0.44,57.14,7,2021
239,79,Baxpöhler,GER,3,2,0,0.30,60.00,5,2021
240,79,Aubrey,AUS,3,0,3,0.20,50.00,6,2021
241,79,Simic,SRB,3,3,0,0.25,50.00,6,2021
242,79,Videčnik,SLO,3,0,0,0.21,100.00,3,2021
243,79,van Zeist,NED,3,1,2,0.25,50.00,6,2021
244,79,B. Sander,USA,3,3,1,0.27,42.86,7,2021
245,79,Gardini,ITA,3,2,0,0.25,60.00,5,2021
246,79,Crer,ARG,3,1,1,1.00,60.00,5,2021
247,79,Lucas,BRA,3,0,1,0.60,75.00,4,2021
248,80,Gueye,FRA,2,0,0,0.12,100.00,2,2021
249,80,Stankov,BUL,2,3,0,0.22,40.00,5,2021
250,80,Burggräf,GER,2,2,1,0.13,40.00,5,2021
251,80,Klobucar,SLO,2,0,0,0.15,100.00,2,2021
252,80,Huber,POL,2,2,0,0.17,50.00,4,2021
253,80,Matheus,BRA,2,0,2,0.40,50.00,4,2021
254,80,Röhrs,GER,2,0,0,0.15,100.00,2,2021
255,81,Kentaro,JPN,1,3,1,0.10,20.00,5,2021
256,81,A.Ghafour,IRI,1,2,3,0.20,16.67,6,2021
257,81,Lisinac,SRB,1,0,0,1.00,100.00,1,2021
258,81,Štalekar,SLO,1,2,0,0.09,33.33,3,2021
259,81,Vaccari,BRA,1,0,0,0.10,100.00,1,2021
260,81,João Rafael,BRA,1,0,0,0.25,100.00,1,2021
261,82,Flowerday,AUS,0,0,0,,,0,2021
262,82,Greber,AUS,0,0,0,,,0,2021
263,82,Batak,SRB,0,0,0,,,0,2021
264,82,Hanes,USA,0,0,1,0.00,0.00,1,2021
265,82,Demyanenko,CAN,0,0,0,,,0,2021
266,82,Scanferla,ITA,0,0,0,,,0,2021
267,82,Roque,BRA,0,0,0,,,0,2021
268,82,Macdonald,AUS,0,0,0,,,0,2021
269,82,Janusz,POL,0,0,0,,,0,2021
270,82,Vucicevic,SRB,0,0,0,,,0,2021
271,82,Meyer,FRA,0,1,0,0.00,0.00,1,2021
272,82,Pernuš,SLO,0,1,0,0.00,0.00,1,2021
273,82,Maase,GER,0,2,0,0.00,0.00,2,2021
274,82,Douglas-Powell,AUS,0,1,0,0.00,0.00,1,2021
275,82,Komenda,POL,0,0,0,,,0,2021
276,82,Iakovlev,RUS,0,0,0,,,0,2021
277,1,Danani,ARG,117,52,24,9.75,60.62,193,2022
278,2,Yamamoto,JPN,107,22,20,8.23,71.81,149,2022
279,3,Zenger,GER,100,34,39,9.09,57.80,173,2022
280,4,Diez,FRA,90,17,16,6.43,73.17,123,2022
281,5,Andringa,NED,76,32,10,5.85,64.41,118,2022
282,5,Balaso,ITA,76,19,9,6.91,73.08,104,2022
283,6,Russell,USA,69,28,16,4.60,61.06,113,2022
284,7,Thales,BRA,68,20,7,5.23,71.58,95,2022
285,7,E. Shoji,USA,68,24,10,6.18,66.67,102,2022
286,8,Giannelli,ITA,65,25,13,4.33,63.11,103,2022
287,9,Perry,AUS,64,23,16,8.00,62.14,103,2022
288,9,Ngapeth,FRA,64,13,14,4.57,70.33,91,2022
289,10,Sekita,JPN,61,24,11,4.69,63.54,96,2022
290,11,Hazrat,IRI,59,24,19,4.54,57.84,102,2022
291,12,Pekovic,SRB,57,30,18,4.75,54.29,105,2022
292,13,Palacios,ARG,56,25,24,4.67,53.33,105,2022
293,14,Ishikawa,JPN,55,19,15,4.58,61.80,89,2022
294,15,Dagostino,USA,53,17,10,3.53,66.25,80,2022
295,15,Jorna,NED,53,15,7,4.08,70.67,75,2022
296,16,Milad,IRI,52,15,5,4.00,72.22,72,2022
297,17,Maar,CAN,50,14,18,4.17,60.98,82,2022
298,18,Tuinstra,NED,48,9,7,3.69,75.00,64,2022
299,18,Zatorski,POL,48,25,8,4.36,59.26,81,2022
300,19,Bruno,BRA,47,18,15,3.62,58.75,80,2022
301,19,Louati,FRA,47,21,11,3.36,59.49,79,2022
302,20,Kovačič,SLO,46,26,9,4.60,56.79,81,2022
303,20,Ensing,USA,46,16,14,3.07,60.53,76,2022
304,21,Ran,JPN,45,12,4,3.46,73.77,61,2022
305,22,Ropret,SLO,44,9,6,3.67,74.58,59,2022
306,22,Zimmermann,GER,44,16,21,4.00,54.32,81,2022
307,23,Keemink,NED,43,13,6,3.31,69.35,62,2022
308,24,Sclater,CAN,42,10,8,3.50,70.00,60,2022
309,25,Sanchez Pages,ARG,41,13,15,3.42,59.42,69,2022
310,25,Romanò,ITA,41,12,7,2.73,68.33,60,2022
311,26,Lui,CAN,39,18,13,3.25,55.71,70,2022
312,26,Brand,GER,39,12,11,3.55,62.90,62,2022
313,26,Piccinelli,ITA,39,10,12,4.88,63.93,61,2022
314,27,Yang Y.M.,CHN,38,15,7,3.80,63.33,60,2022
315,27,Michieletto,ITA,38,17,5,3.45,63.33,60,2022
316,28,Lima B.,ARG,37,25,12,3.08,50.00,74,2022
317,29,Yu Y.T.,CHN,36,9,6,3.60,70.59,51,2022
318,29,Možič,SLO,36,3,12,3.00,70.59,51,2022
319,29,Fromm,GER,36,16,13,3.27,55.38,65,2022
320,29,Nimir,NED,36,20,4,2.77,60.00,60,2022
321,29,Vicentin,ARG,36,11,6,3.00,67.92,53,2022
322,30,Pope,AUS,35,20,8,2.92,55.56,63,2022
323,30,Fornal,POL,35,8,5,2.33,72.92,48,2022
324,30,Lavia,ITA,35,11,7,3.18,66.04,53,2022
325,30,Christenson,USA,35,13,5,5.00,66.04,53,2022
326,31,Boyer,FRA,34,13,7,2.43,62.96,54,2022
327,32,Kujundžić,SRB,33,15,11,2.75,55.93,59,2022
328,32,Nishida,JPN,33,22,6,2.54,54.10,61,2022
329,32,Lucarelli,BRA,33,20,10,3.67,52.38,63,2022
330,33,Zhang J.Y.,CHN,31,12,7,3.10,62.00,50,2022
331,33,Vadi,IRI,31,10,6,2.38,65.96,47,2022
332,33,Brizard,FRA,31,19,12,2.82,50.00,62,2022
333,33,Clevenot,FRA,31,16,6,3.10,58.49,53,2022
334,34,Z. Štern,SLO,30,9,6,2.50,66.67,45,2022
335,34,Tuaniga,USA,30,14,7,2.00,58.82,51,2022
336,34,Perić,SRB,30,14,8,2.50,57.69,52,2022
337,34,Ter Horst,NED,30,6,2,2.50,78.95,38,2022
338,35,Amin,IRI,29,11,9,2.23,59.18,49,2022
339,35,Otsuka,JPN,29,13,5,2.23,61.70,47,2022
340,36,Seganov,BUL,28,21,15,2.33,43.75,64,2022
341,36,Yamauchi,JPN,28,6,7,2.15,68.29,41,2022
342,36,Popiwczak,POL,28,13,6,1.87,59.57,47,2022
343,37,Smith,USA,27,7,5,1.80,69.23,39,2022
344,37,Onodera,JPN,27,11,8,2.08,58.70,46,2022
345,37,Maique,BRA,27,16,5,2.08,56.25,48,2022
346,37,Palonsky,ARG,27,11,7,2.25,60.00,45,2022
347,37,Śliwka,POL,27,13,3,2.45,62.79,43,2022
348,37,Defalco,USA,27,25,9,2.45,44.26,61,2022
349,38,A. Nikolov,BUL,26,14,10,2.17,52.00,50,2022
350,38,Dosanjh,AUS,26,14,6,2.17,56.52,46,2022
351,39,Heptinstall,AUS,25,14,6,2.08,55.56,45,2022
352,39,Patry,FRA,25,14,15,1.79,46.30,54,2022
353,40,Košenina,SLO,24,18,6,2.00,50.00,48,2022
354,40,V. Ivanov,BUL,24,13,11,3.00,50.00,48,2022
355,41,Jaeschke,USA,23,4,2,2.88,79.31,29,2022
356,41,Koprivica,SRB,23,10,1,1.92,67.65,34,2022
357,41,Reichert,GER,23,11,16,2.09,46.00,50,2022
358,41,Weber,GER,23,13,9,2.88,51.11,45,2022
359,41,Recine,ITA,23,4,11,3.29,60.53,38,2022
360,41,Semeniuk,POL,23,6,1,2.09,76.67,30,2022
361,42,Kozamernik,SLO,22,4,4,1.83,73.33,30,2022
362,42,Jendryk,USA,22,13,3,1.47,57.89,38,2022
363,42,Maase,GER,22,14,22,2.44,37.93,58,2022
364,42,Alan,BRA,22,8,4,3.14,64.71,34,2022
365,43,Plak,NED,21,1,3,1.62,84.00,25,2022
366,43,Adriano,BRA,21,8,8,1.62,56.76,37,2022
367,43,Rodriguinho,BRA,21,5,8,1.62,61.76,34,2022
368,43,Holland,AUS,21,15,5,1.75,51.22,41,2022
369,43,Firlej,POL,21,15,5,2.62,51.22,41,2022
370,43,Loser Bruno,ARG,21,5,13,1.75,53.85,39,2022
371,43,Leal,BRA,21,16,7,2.33,47.73,44,2022
372,43,Grebennikov,FRA,21,4,4,7.00,72.41,29,2022
373,44,Yu Y.C.,CHN,20,14,10,2.00,45.45,44,2022
374,44,Zhang G.H.,CHN,20,4,2,2.00,76.92,26,2022
375,44,Chinenyeze,FRA,20,4,8,1.43,62.50,32,2022
376,44,Janusz,POL,20,17,6,1.82,46.51,43,2022
377,45,Esfandiar,IRI,19,14,9,1.46,45.24,42,2022
378,45,T. Štern,SLO,19,7,4,1.90,63.33,30,2022
379,45,Parapunov,BUL,19,18,2,1.58,48.72,39,2022
380,45,Blankenau,CAN,19,8,4,2.38,61.29,31,2022
381,45,Senica,AUS,19,8,4,1.58,61.29,31,2022
382,46,Atanasov,BUL,18,11,2,1.50,58.06,31,2022
383,46,Jovović,SRB,18,18,14,1.50,36.00,50,2022
384,46,Miyaura,JPN,18,5,1,2.00,75.00,24,2022
385,46,Flavio,BRA,18,9,7,1.38,52.94,34,2022
386,46,Kwolek,POL,18,5,5,2.25,64.29,28,2022
387,46,Mouiel,FRA,18,12,5,1.64,51.43,35,2022
388,47,Kochanowski,POL,17,2,4,1.13,73.91,23,2022
389,47,Bottolo,ITA,17,8,6,1.13,54.84,31,2022
390,47,Kurek,POL,17,16,6,1.55,43.59,39,2022
391,48,Walsh,CAN,16,5,1,2.00,72.73,22,2022
392,48,Barnes,CAN,16,16,7,1.33,41.03,39,2022
393,48,Nicolas,ARG,16,7,3,1.33,61.54,26,2022
394,48,Urnaut,SLO,16,11,2,2.00,55.17,29,2022
395,48,Takanashi,JPN,16,7,2,1.78,64.00,25,2022
396,48,Toniutti,FRA,16,7,8,1.60,51.61,31,2022
397,49,Petkovic,SRB,15,9,8,3.75,46.88,32,2022
398,49,Loeppky,CAN,15,6,11,1.88,46.88,32,2022
399,49,De Cecco,ARG,15,8,7,3.75,50.00,30,2022
400,50,M. Ivanov,BUL,14,13,9,1.75,38.89,36,2022
401,50,Tomita,JPN,14,1,1,1.75,87.50,16,2022
402,50,Jouffroy,FRA,14,3,7,1.00,58.33,24,2022
403,50,Oya,JPN,14,6,6,1.56,53.85,26,2022
404,50,Darlan,BRA,14,9,4,1.56,51.85,27,2022
405,50,Muagututia,USA,14,4,3,1.27,66.67,21,2022
406,51,Pajenk,SLO,13,4,2,1.08,68.42,19,2022
407,51,Tille,GER,13,1,4,1.86,72.22,18,2022
408,51,Isac,BRA,13,4,4,1.00,61.90,21,2022
409,51,Epp,CAN,13,8,6,2.17,48.15,27,2022
410,51,Le Goff,FRA,13,3,5,1.30,61.90,21,2022
411,52,Mašulović N.,SRB,12,6,7,1.00,48.00,25,2022
412,52,Krage,GER,12,7,8,1.09,44.44,27,2022
413,52,Ogawa,JPN,12,4,6,0.92,54.55,22,2022
414,52,Eiro,JPN,12,1,3,3.00,75.00,16,2022
415,53,Toukhteh,IRI,11,2,3,0.85,68.75,16,2022
416,53,Gotsev,BUL,11,6,3,0.92,55.00,20,2022
417,53,Hoag,CAN,11,2,5,1.22,61.11,18,2022
418,53,Butryn,POL,11,7,5,1.00,47.83,23,2022
419,53,Scanferla,ITA,11,3,3,1.00,64.71,17,2022
420,53,Kentaro,JPN,11,3,3,1.22,64.71,17,2022
421,53,Anzani,ITA,11,6,4,1.00,52.38,21,2022
422,54,Yang T.Y.,CHN,10,5,3,1.00,55.56,18,2022
423,54,Morteza,IRI,10,3,1,0.77,71.43,14,2022
424,54,Klobucar,SLO,10,3,0,1.25,76.92,13,2022
425,54,Van Berkel,CAN,10,3,3,0.83,62.50,16,2022
426,54,Hofer,CAN,10,5,3,0.83,55.56,18,2022
427,54,Giraudo,ARG,10,5,5,1.25,50.00,20,2022
428,54,Henry,FRA,10,1,0,0.71,90.91,11,2022
429,54,Murch,AUS,10,4,6,2.50,50.00,20,2022
430,54,Čebulj,SLO,10,0,2,2.50,83.33,12,2022
431,55,Hanes,USA,9,3,3,1.12,60.00,15,2022
