,Rank,Player Name,Team,Blocks,Errors,Rebounds,Average per match,Efficiency %,Total,Year
1038,28,Carle,FRA,2,5,5,0.15,-25.00,12,2024
1039,28,Brehme,GER,2,16,13,0.50,-45.16,31,2024
1040,28,Bottolo,ITA,2,13,10,0.40,-44.00,25,2024
1041,29,Valchinov,BUL,1,6,2,0.09,-55.56,9,2024
1042,29,Subaşı,TUR,1,5,2,0.33,-50.00,8,2024
1043,29,Walsh,CAN,1,0,0,0.08,100.00,1,2024
1044,29,Sanchez Pages,ARG,1,2,6,0.08,-11.11,9,2024
1045,29,Gallego,ARG,1,3,1,0.08,-40.00,5,2024
1046,29,Palacios,ARG,1,4,4,0.08,-33.33,9,2024
1047,29,Kai,JPN,1,14,10,0.07,-52.00,25,2024
1048,29,Bruno,BRA,1,6,13,0.14,-25.00,20,2024
1049,29,Wetter,USA,1,2,0,0.25,-33.33,3,2024
1050,29,Szalpuk,POL,1,3,7,0.25,-18.18,11,2024
1051,29,Bołądź,POL,1,9,13,0.10,-34.78,23,2024
1052,29,John,GER,1,5,3,0.25,-44.44,9,2024
1053,29,Recine,ITA,1,5,3,0.08,-44.44,9,2024
1054,29,Sbertoli,ITA,1,7,7,0.08,-40.00,15,2024
1055,29,Anzani,ITA,1,7,11,0.12,-31.58,19,2024
1056,29,Nasri,IRI,1,1,2,0.12,0.00,4,2024
1057,29,Atanasijević,SRB,1,8,8,0.08,-41.18,17,2024
1058,29,Aydin,TUR,1,1,1,0.10,0.00,3,2024
1059,29,Kampa,GER,1,10,8,0.12,-47.37,19,2024
1060,29,Schott,GER,1,7,13,0.12,-28.57,21,2024
1061,29,Firlej,POL,1,3,3,0.25,-28.57,7,2024
1062,29,Ma'a,USA,1,2,3,0.12,-16.67,6,2024
1063,29,Jaeschke,USA,1,8,3,0.25,-58.33,12,2024
1064,29,Muagututia,USA,1,6,10,0.12,-29.41,17,2024
1065,29,Bostan,TUR,1,2,3,0.12,-16.67,6,2024
1066,30,Kolev,BUL,0,2,3,0.00,-40.00,5,2024
1067,30,Garkov,BUL,0,1,0,0.00,-100.00,1,2024
1068,30,Bozhilov,BUL,0,0,0,,,0,2024
1069,30,D. Kolev,BUL,0,0,0,,,0,2024
1070,30,Telkiyski,BUL,0,0,0,,,0,2024
1071,30,Nachev,BUL,0,0,2,0.00,0.00,2,2024
1072,30,Grebennikov,FRA,0,0,0,,,0,2024
1073,30,Diez,FRA,0,0,0,,,0,2024
1074,30,Döne,TUR,0,0,0,,,0,2024
1075,30,Hatipoğlu,TUR,0,0,0,,,0,2024
1076,30,Hoag,CAN,0,3,0,0.00,-100.00,3,2024
1077,30,Barnes,CAN,0,1,0,0.00,-100.00,1,2024
1078,30,Lui,CAN,0,0,0,,,0,2024
1079,30,Currie,CAN,0,0,0,,,0,2024
1080,30,Martinez Franchi,ARG,0,9,5,0.00,-64.29,14,2024
1081,30,Danani,ARG,0,0,0,,,0,2024
1082,30,Takanashi,JPN,0,1,0,0.00,-100.00,1,2024
1083,30,Ogawa,JPN,0,0,0,,,0,2024
1084,30,Yamamoto,JPN,0,0,0,,,0,2024
1085,30,Roman Garcia,CUB,0,0,0,,,0,2024
1086,30,Taboada,CUB,0,1,1,0.00,-50.00,2,2024
1087,30,Camino,CUB,0,0,0,,,0,2024
1088,30,Gorguet,CUB,0,0,0,,,0,2024
1089,30,Charles,CUB,0,0,0,,,0,2024
1090,30,Adriano,BRA,0,6,9,0.00,-40.00,15,2024
1091,30,Honorato,BRA,0,0,0,,,0,2024
1092,30,Thales,BRA,0,0,0,,,0,2024
1093,30,Arthur,BRA,0,0,0,,,0,2024
1094,30,Klok,NED,0,0,0,,,0,2024
1095,30,Andringa,NED,0,0,0,,,0,2024
1096,30,De Weijer,NED,0,0,1,0.00,0.00,1,2024
1097,30,Bak,NED,0,0,0,,,0,2024
1098,30,Toman,SLO,0,0,0,,,0,2024
1099,30,Bračko,SLO,0,2,2,0.00,-50.00,4,2024
1100,30,Vinčić,SLO,0,0,0,,,0,2024
1101,30,Kovačič,SLO,0,0,0,,,0,2024
1102,30,Z. Štern,SLO,0,0,1,0.00,0.00,1,2024
1103,30,Kržič,SLO,0,0,0,,,0,2024
1104,30,Dagostino,USA,0,0,0,,,0,2024
1105,30,Tuaniga,USA,0,7,5,0.00,-58.33,12,2024
1106,30,Briggs,USA,0,0,0,,,0,2024
1107,30,Wildman,USA,0,0,0,,,0,2024
1108,30,Champlin,USA,0,5,3,0.00,-62.50,8,2024
1109,30,Marshman,USA,0,2,2,0.00,-50.00,4,2024
1110,30,Łomacz,POL,0,3,6,0.00,-33.33,9,2024
1111,30,Hawryluk,POL,0,0,0,,,0,2024
1112,30,Szymura,POL,0,0,0,,,0,2024
1113,30,Graven,GER,0,0,0,,,0,2024
1114,30,Kaliberda,GER,0,4,5,0.00,-44.44,9,2024
1115,30,Kunstmann,GER,0,0,0,,,0,2024
1116,30,Peter,GER,0,0,0,,,0,2024
1117,30,Goralik,GER,0,1,0,0.00,-100.00,1,2024
1118,30,Burggräf,GER,0,0,0,,,0,2024
1119,30,Balaso,ITA,0,0,0,,,0,2024
1120,30,Laurenzano,ITA,0,0,0,,,0,2024
1121,30,Hazrat,IRI,0,0,0,,,0,2024
1122,30,Javad,IRI,0,0,2,0.00,0.00,2,2024
1123,30,Arman,IRI,0,0,0,,,0,2024
1124,30,Barbast,IRI,0,5,3,0.00,-62.50,8,2024
1125,30,Kapur,SRB,0,0,0,,,0,2024
1126,30,Ristić,SRB,0,0,0,,,0,2024
1127,30,Marovt,SLO,0,0,0,,,0,2024
1128,30,Tille,GER,0,4,11,0.00,-26.67,15,2024
1129,30,Popiwczak,POL,0,0,0,,,0,2024
1130,30,Petrov,BUL,0,2,1,0.00,-66.67,3,2024
1131,30,Stankov,BUL,0,0,2,0.00,0.00,2,2024
1132,30,Kartev,BUL,0,0,0,,,0,2024
1133,30,Esfandiar,IRI,0,1,0,0.00,-100.00,1,2024
1134,30,E. Shoji,USA,0,0,0,,,0,2024
1135,30,Hofer,CAN,0,0,0,,,0,2024
1136,30,Meijs,NED,0,4,2,0.00,-66.67,6,2024
1137,30,Ahyi,NED,0,1,3,0.00,-25.00,4,2024
1138,30,Matheus G.,BRA,0,0,0,,,0,2024
1139,30,Sadati,IRI,0,0,0,,,0,2024
1140,30,Oya,JPN,0,0,0,,,0,2024
1141,30,Antov,BUL,0,3,5,0.00,-37.50,8,2024
1142,30,Dobrev,BUL,0,0,0,,,0,2024
1143,30,Bardarov,BUL,0,0,0,,,0,2024
1144,30,Planinšič,SLO,0,0,0,,,0,2024
1145,30,Zenger,GER,0,0,0,,,0,2024
1146,30,Arshia,IRI,0,2,0,0.00,-100.00,2,2024
1147,30,Porro P.,ITA,0,0,0,,,0,2024
1148,30,Cortesia,ITA,0,0,0,,,0,2024
1149,30,Gironi,ITA,0,5,2,0.00,-71.43,7,2024
1150,30,Rinaldi,ITA,0,0,0,,,0,2024
1151,30,Gaggini,ITA,0,0,0,,,0,2024
1152,30,Caneschi,ITA,0,3,1,0.00,-75.00,4,2024
1153,30,Zatorski,POL,0,0,0,,,0,2024
1154,30,Možič,SLO,0,1,0,0.00,-100.00,1,2024
1155,30,Falaschi,ITA,0,1,0,0.00,-100.00,1,2024
1156,30,Gardini,ITA,0,0,0,,,0,2024
1157,30,Aslan,TUR,0,0,0,,,0,2024
1158,30,Schnitzer,CAN,0,0,0,,,0,2024
