,Rank,Player Name,Team,Points,Errors,Attempts,Average per match,Success %,Total,Year
0,1,Herbots,BEL,314,88,370,22.43,40.67,772,2021
1,2,Karakurt,TUR,250,85,238,14.71,43.63,573,2021
2,3,Stysiak,POL,245,104,202,16.33,44.46,551,2021
3,4,Tandara,BRA,234,62,222,13.76,45.17,518,2021
4,5,Koga,JPN,226,68,262,14.12,40.65,556,2021
5,6,Van Ryk,CAN,211,90,213,15.07,41.05,514,2021
6,7,Daalderop,NED,208,60,264,13.87,39.10,532,2021
7,8,Ishikawa,JPN,202,66,221,11.88,41.31,489,2021
8,9,Kurogo,JPN,197,72,253,11.59,37.74,522,2021
9,10,Zhang C.N.,CHN,187,51,174,12.47,45.39,412,2021
10,11,Gabi,BRA,185,65,185,10.88,42.53,435,2021
11,12,Kim Yeon Koung,KOR,181,46,207,12.07,41.71,434,2021
12,13,S.Onuma,THA,167,79,258,11.13,33.13,504,2021
13,14,Fe Garay,BRA,165,32,200,9.71,41.56,397,2021
14,15,Goncharova,RUS,162,40,165,11.57,44.14,367,2021
15,15,De La Cruz,DOM,162,49,211,10.80,38.39,422,2021
16,16,Fedorovtseva,RUS,159,49,137,10.60,46.09,345,2021
17,17,Nwakalor S.,ITA,155,61,118,10.33,46.41,334,2021
18,18,Jeongah,KOR,151,50,228,10.07,35.20,429,2021
19,19,Orthmann,GER,146,60,148,9.73,41.24,354,2021
20,20,Erdem,TUR,143,38,86,8.41,53.56,267,2021
21,20,Alsmeier,GER,143,37,164,9.53,41.57,344,2021
22,21,Buijs,NED,142,54,208,9.47,35.15,404,2021
23,22,Baladın,TUR,140,61,139,8.24,41.18,340,2021
24,22,Smarzek,POL,140,55,171,11.67,38.25,366,2021
25,23,Rivera,DOM,136,42,162,9.07,40.00,340,2021
26,23,Martinez,DOM,136,34,170,9.07,40.00,340,2021
27,24,Drews,USA,133,36,108,7.82,48.01,277,2021
28,25,Voronkova,RUS,132,47,146,8.80,40.62,325,2021
29,25,T.Pleumjit,THA,132,31,185,8.80,37.93,348,2021
30,26,Van Gestel,BEL,131,55,222,8.73,32.11,408,2021
31,27,Mitrovic,CAN,127,48,188,8.47,34.99,363,2021
32,28,Lazović,SRB,122,55,151,12.20,37.20,328,2021
33,29,Drewniok,GER,119,50,140,7.93,38.51,309,2021
34,30,Thompson,USA,118,31,120,6.94,43.87,269,2021
35,31,Peña Isabel,DOM,117,47,120,7.80,41.20,284,2021
36,31,Johnson,CAN,117,62,158,7.80,34.72,337,2021
37,32,Soyoung,KOR,114,51,147,7.60,36.54,312,2021
38,33,Caric,SRB,113,54,151,12.56,35.53,318,2021
39,33,BARTSCH-HACKLEY,USA,113,26,128,8.07,42.32,267,2021
40,34,Lozo,SRB,110,51,174,7.33,32.84,335,2021
41,35,Mingardi,ITA,106,40,135,8.15,37.72,281,2021
42,35,Melli,ITA,106,35,121,7.07,40.46,262,2021
43,36,Timmerman,NED,101,26,80,6.73,48.79,207,2021
44,36,Larson,USA,101,22,126,5.94,40.56,249,2021
45,37,K.Malika,THA,100,45,167,6.67,32.05,312,2021
46,37,Łukasik,POL,100,38,139,6.67,36.10,277,2021
47,38,Jineiry,DOM,98,19,91,6.53,47.12,208,2021
48,39,Janssens,BEL,95,22,78,6.79,48.72,195,2021
49,40,D'Odorico,ITA,94,43,176,7.23,30.03,313,2021
50,40,Maglio,CAN,94,22,92,6.71,45.19,208,2021
51,41,Górecka,POL,87,24,113,6.21,38.84,224,2021
52,42,Van Avermaet,BEL,86,14,94,5.73,44.33,194,2021
53,42,C.Sutadta,THA,86,39,136,5.73,32.95,261,2021
54,43,Dambrink,NED,82,26,104,9.11,38.68,212,2021
55,43,Boz,TUR,82,33,115,4.82,35.65,230,2021
56,44,Cook,USA,81,32,102,6.23,37.67,215,2021
57,45,Jiyun J.,KOR,80,58,124,5.33,30.53,262,2021
58,46,Li Y.Y.,CHN,79,12,39,13.17,60.77,130,2021
59,47,Schölzel,GER,78,24,83,5.20,42.16,185,2021
60,47,Weitzel,GER,78,10,71,5.20,49.06,159,2021
61,47,Carol Gattaz,BRA,78,9,54,5.20,55.32,141,2021
62,48,Washington,USA,77,6,45,4.81,60.16,128,2021
63,49,Mirosavljevic,SRB,76,39,118,5.07,32.62,233,2021
64,49,Gaila,DOM,76,27,99,6.91,37.62,202,2021
65,50,Guilliams,BEL,73,41,147,4.87,27.97,261,2021
66,50,Li Y.,CHN,73,31,135,5.21,30.54,239,2021
67,51,Koroleva,RUS,72,12,48,4.80,54.55,132,2021
68,52,İvegin,TUR,69,35,74,4.06,38.76,178,2021
69,52,Guerra,ITA,69,32,86,4.93,36.90,187,2021
70,53,K.Karina,THA,67,17,48,4.47,50.76,132,2021
71,54,Lohuis,NED,65,11,51,5.42,51.18,127,2021
72,54,Gong X.Y.,CHN,65,16,52,10.83,48.87,133,2021
73,55,Araki,JPN,64,15,71,3.76,42.67,150,2021
74,55,Akinradewo,USA,64,14,40,4.57,54.24,118,2021
75,55,Mazzaro,ITA,64,14,49,4.27,50.39,127,2021
76,56,Shimamura,JPN,62,11,77,4.43,41.33,150,2021
77,56,Wang Y.Y.,CHN,62,9,55,4.13,49.21,126,2021
78,56,Alagierska,POL,62,19,27,4.13,57.41,108,2021
79,57,Diken,TUR,61,32,106,3.59,30.65,199,2021
80,58,Carol,BRA,59,12,35,4.21,55.66,106,2021
81,59,Yang H.Y.,CHN,58,15,47,4.14,48.33,120,2021
82,60,Kocic,SRB,57,15,49,3.80,47.11,121,2021
83,61,Cross,CAN,56,20,59,3.73,41.48,135,2021
84,61,Plak,NED,56,19,63,5.60,40.58,138,2021
85,62,Smirnova,RUS,55,26,68,3.93,36.91,149,2021
86,63,Kosheleva,RUS,52,14,69,4.73,38.52,135,2021
87,63,Efimienko,POL,52,6,44,4.00,50.98,102,2021
88,64,Zhu T.,CHN,51,3,40,8.50,54.26,94,2021
89,65,Yang Hyo Jin,KOR,50,7,49,3.33,47.17,106,2021
90,65,Omoruyi,ITA,50,22,61,3.33,37.59,133,2021
91,66,Savic,SRB,48,33,85,3.69,28.92,166,2021
92,67,Liu Y.H.,CHN,46,11,109,3.29,27.71,166,2021
93,67,Rosamaria,BRA,46,8,38,3.29,50.00,92,2021
94,68,Bonifacio,ITA,45,5,43,3.00,48.39,93,2021
95,68,Ana Beatriz,BRA,45,9,44,3.00,45.92,98,2021
96,69,Baijens,NED,44,4,21,5.50,63.77,69,2021
97,70,Lubian,ITA,43,18,40,2.87,42.57,101,2021
98,70,Güneş,TUR,43,11,20,6.14,58.11,74,2021
99,71,Yuan X.Y.,CHN,41,2,37,6.83,51.25,80,2021
100,72,Vanjak,GER,38,18,35,3.80,41.76,91,2021
101,72,Joseph,CAN,38,14,63,2.53,33.04,115,2021
102,73,Yamada,JPN,37,14,36,2.47,42.53,87,2021
103,73,Liu X.T.,CHN,37,20,85,2.85,26.06,142,2021
104,73,Stigrot,GER,37,17,43,3.08,38.14,97,2021
105,74,Duan F.,CHN,33,14,60,3.67,30.84,107,2021
106,75,Uzelac,SRB,32,21,45,2.13,32.65,98,2021
107,75,Fetisova,RUS,32,5,30,2.29,47.76,67,2021
108,76,Valdez,DOM,30,10,37,2.50,38.96,77,2021
109,76,Ogbogu,USA,30,2,20,2.73,57.69,52,2021
110,77,Seungju,KOR,29,28,60,1.93,24.79,117,2021
111,77,Parsons,USA,29,7,30,2.64,43.94,66,2021
112,77,Czyrniańska,POL,29,10,39,2.07,37.18,78,2021
113,78,Akman,TUR,28,14,22,1.75,43.75,64,2021
114,78,Ishii,JPN,28,10,46,1.65,33.33,84,2021
115,78,Korneluk,POL,28,9,31,2.55,41.18,68,2021
116,79,Bongaerts,NED,27,2,33,1.80,43.55,62,2021
117,79,Janiska,GER,27,6,34,6.75,40.30,67,2021
118,80,Hill,USA,26,12,44,1.73,31.71,82,2021
119,81,Medic,SRB,25,14,35,1.67,33.78,74,2021
120,81,Eunjin,KOR,25,12,46,1.67,30.12,83,2021
121,81,Songyi,KOR,25,6,22,1.67,47.17,53,2021
122,81,Eve,DOM,25,8,20,1.79,47.17,53,2021
123,82,Imoudu,GER,24,3,21,1.60,50.00,48,2021
124,82,Dahyeon,KOR,24,7,24,1.71,43.64,55,2021
125,83,Scholten,NED,23,7,42,1.77,31.94,72,2021
126,84,Markovic,SRB,22,9,22,1.83,41.51,53,2021
127,84,Hayashi,JPN,22,9,30,1.38,36.07,61,2021
128,84,Plummer,USA,22,9,22,4.40,41.51,53,2021
129,84,Yan N.,CHN,22,3,20,4.40,48.89,45,2021
130,85,Kalaç,TUR,21,8,13,1.50,50.00,42,2021
131,85,Lazareva,RUS,21,12,23,3.50,37.50,56,2021
132,86,M. Jasper,NED,20,12,44,1.33,26.32,76,2021
133,86,Özbay,TUR,20,0,23,1.18,46.51,43,2021
134,86,Poll,GER,20,10,27,1.43,35.09,57,2021
135,86,Mambru,DOM,20,16,21,1.33,35.09,57,2021
136,87,Sobolska,POL,19,8,39,1.27,28.79,66,2021
137,87,Aydın,TUR,19,4,11,3.80,55.88,34,2021
138,88,Furlan,ITA,18,2,19,1.29,46.15,39,2021
139,89,Dixon,USA,17,4,23,1.31,38.64,44,2021
140,89,Piva,ITA,17,11,27,2.83,30.91,55,2021
141,90,Brovkina,RUS,16,3,14,1.07,48.48,33,2021
142,90,Mayany,BRA,16,2,10,1.33,57.14,28,2021
143,91,Startseva,RUS,15,4,8,1.15,55.56,27,2021
144,91,Tapp,USA,15,2,10,1.25,55.56,27,2021
145,91,Natália,BRA,15,5,20,3.75,37.50,40,2021
146,92,Jaksic,SRB,14,1,16,0.93,45.16,31,2021
147,92,Różański,POL,14,7,18,1.08,35.90,39,2021
148,93,Adenizia,BRA,13,2,10,1.08,52.00,25,2021
149,93,Lorenne,BRA,13,2,16,1.30,41.94,31,2021
150,93,Brie,CAN,13,4,26,0.93,30.23,43,2021
151,94,Nowicka,POL,12,4,26,0.80,28.57,42,2021
152,95,Okumura,JPN,11,3,25,0.73,28.21,39,2021
153,95,H.Amporn,THA,11,8,19,0.85,28.95,38,2021
154,95,Marte,DOM,11,3,24,0.73,28.95,38,2021
155,95,Sheilla,BRA,11,2,12,0.92,44.00,25,2021
156,95,Nabeya,JPN,11,4,10,0.85,44.00,25,2021
157,96,T.Nootsara,THA,10,6,27,0.67,23.26,43,2021
158,96,Gao Y.,CHN,10,0,19,1.11,34.48,29,2021
159,97,Gilson,BEL,9,11,35,0.69,16.36,55,2021
160,97,Djordjevic,SRB,9,5,6,0.60,45.00,20,2021
161,97,Hancock,USA,9,1,11,0.60,42.86,21,2021
162,97,Ogoms,CAN,9,1,1,0.75,81.82,11,2021
163,98,A.Wilavan,THA,8,6,31,0.53,17.78,45,2021
164,98,Pattiya,THA,8,18,12,0.57,21.05,38,2021
165,98,Zheng Y.X.,CHN,8,4,7,0.89,42.11,19,2021
166,98,Seoyoung,KOR,8,4,13,0.62,32.00,25,2021
167,98,Lemmens,BEL,8,1,17,0.57,30.77,26,2021
168,98,Poulter,USA,8,1,15,0.62,33.33,24,2021
169,99,Ercan,TUR,7,4,17,0.44,25.00,28,2021
170,99,N.Watchareeya,THA,7,6,21,0.47,20.59,34,2021
171,99,Rodriguez,DOM,7,3,14,0.47,29.17,24,2021
172,99,Ana Cristina,BRA,7,1,9,0.64,41.18,17,2021
173,99,Livingston,CAN,7,8,12,0.50,25.93,27,2021
174,100,De Valkeneer,BEL,6,6,11,0.86,26.09,23,2021
175,100,Güveli,TUR,6,2,4,0.75,50.00,12,2021
176,100,Naz,TUR,6,0,7,0.67,46.15,13,2021
177,100,Kästner,GER,6,1,3,0.40,60.00,10,2021
178,100,Momii,JPN,6,5,23,0.38,17.65,34,2021
179,100,Fedusio,POL,6,3,13,0.43,27.27,22,2021
180,100,Akutagawa,JPN,6,2,9,0.67,35.29,17,2021
181,101,Diao L.Y.,CHN,5,1,1,0.56,71.43,7,2021
182,101,Bosio,ITA,5,0,8,0.33,38.46,13,2021
183,101,Macris,BRA,5,0,15,0.29,25.00,20,2021
184,101,N.Chatsuda,THA,5,8,32,0.36,11.11,45,2021
185,101,Hye Seon,KOR,5,0,7,0.38,41.67,12,2021
186,101,Matveeva,RUS,5,1,4,0.45,50.00,10,2021
187,101,Gryka,POL,5,0,5,0.50,50.00,10,2021
188,101,Bukilić,SRB,5,6,13,0.56,20.83,24,2021
189,101,Wenerska,POL,5,0,6,0.83,45.45,11,2021
190,102,Malygina,RUS,4,1,8,0.67,30.77,13,2021
191,102,Kapustina,RUS,4,5,7,0.50,25.00,16,2021
192,102,C.Tapaphaipun,THA,4,5,14,0.29,17.39,23,2021
193,103,Korevaar,NED,3,1,5,0.21,33.33,9,2021
194,103,Van de Vyver I.,BEL,3,1,20,0.20,12.50,24,2021
195,103,Carlini,USA,3,0,2,0.50,60.00,5,2021
196,103,Łazowska,POL,3,1,1,0.33,60.00,5,2021
197,103,Van Buskirk,CAN,3,0,6,0.38,33.33,9,2021
198,104,Ambrosius,GER,2,0,1,0.40,66.67,3,2021
199,104,Lazareva E.,RUS,2,1,4,0.25,28.57,7,2021
200,104,Tashiro,JPN,2,0,3,0.14,40.00,5,2021
201,104,Seki,JPN,2,0,2,0.25,50.00,4,2021
202,104,Cvetkovic,SRB,2,1,16,0.22,10.53,19,2021
203,104,Ding X.,CHN,2,4,4,0.33,20.00,10,2021
204,105,Savelkoel,NED,1,0,2,0.08,33.33,3,2021
205,105,Stragier,BEL,1,3,8,0.07,8.33,12,2021
206,105,"Bock, J.",GER,1,1,0,0.08,50.00,2,2021
207,105,M.Sirima,THA,1,1,0,0.09,50.00,2,2021
208,105,Yao D.,CHN,1,1,9,0.07,9.09,11,2021
209,105,Dain,KOR,1,1,5,0.08,14.29,7,2021
210,105,Hyejin,KOR,1,1,2,0.14,25.00,4,2021
211,105,Dominguez,DOM,1,1,1,0.08,33.33,3,2021
212,105,White,CAN,1,1,5,0.10,14.29,7,2021
213,105,Meijers,NED,1,0,3,0.17,25.00,4,2021
214,105,Soraya,THA,1,0,4,0.33,20.00,5,2021
215,105,Buse,TUR,1,0,2,0.12,33.33,3,2021
216,106,Knip,NED,0,0,0,,,0,2021
217,106,Schoot,NED,0,0,0,,,0,2021
218,106,Van Aalen,NED,0,0,0,,,0,2021
219,106,de Zwart,NED,0,0,0,,,0,2021
220,106,Van Sas,BEL,0,0,1,0.00,0.00,1,2021
221,106,Demeyer,BEL,0,0,0,,,0,2021
222,106,Van de Vyver J.,BEL,0,0,1,0.00,0.00,1,2021
223,106,Rampelberg,BEL,0,0,0,,,0,2021
224,106,Aköz,TUR,0,0,0,,,0,2021
225,106,Aykaç,TUR,0,0,0,,,0,2021
226,106,Delic,SRB,0,2,7,0.00,0.00,9,2021
227,106,Djurdjevic,SRB,0,0,0,,,0,2021
228,106,Gocanin,SRB,0,0,0,,,0,2021
229,106,Bock,GER,0,0,0,,,0,2021
230,106,Pogany,GER,0,0,0,,,0,2021
231,106,Pilipenko,RUS,0,0,0,,,0,2021
232,106,Zaytseva,RUS,0,0,0,,,0,2021
233,106,Kobata,JPN,0,0,0,,,0,2021
234,106,Inoue,JPN,0,0,0,,,0,2021
235,106,P. Piyanut,THA,0,0,0,,,0,2021
236,106,Tirawan,THA,0,0,1,0.00,0.00,1,2021
237,106,Lin L.,CHN,0,0,0,,,0,2021
238,106,Wang M.J.,CHN,0,0,0,,,0,2021
239,106,Dahye,KOR,0,0,0,,,0,2021
240,106,Jiyoung,KOR,0,0,0,,,0,2021
241,106,Castillo,DOM,0,0,0,,,0,2021
242,106,Larysmer,DOM,0,0,0,,,0,2021
243,106,Wong-Orantes,USA,0,0,0,,,0,2021
244,106,Courtney,USA,0,0,0,,,0,2021
245,106,De Bortoli,ITA,0,0,0,,,0,2021
246,106,Battistoni,ITA,0,0,0,,,0,2021
247,106,Fersino,ITA,0,0,1,0.00,0.00,1,2021
248,106,Stenzel,POL,0,0,0,,,0,2021
249,106,Jagła,POL,0,0,0,,,0,2021
250,106,Dani Lins,BRA,0,0,0,,,0,2021
251,106,Nyeme,BRA,0,0,0,,,0,2021
252,106,C. Brait,BRA,0,0,0,,,0,2021
253,106,Bujan,CAN,0,0,0,,,0,2021
254,106,Smith,CAN,0,0,2,0.00,0.00,2,2021
255,106,Gray,CAN,0,0,0,,,0,2021
256,106,Austin,CAN,0,2,1,0.00,0.00,3,2021
257,106,P.Gullapa,THA,0,0,2,0.00,0.00,2,2021
258,106,Krenicky,BEL,0,0,0,,,0,2021
259,106,Gorbunova,RUS,0,0,3,0.00,0.00,3,2021
260,106,Roberta,BRA,0,0,1,0.00,0.00,1,2021
261,106,Perez,DOM,0,0,0,,,0,2021
262,106,Robitaille,CAN,0,0,2,0.00,0.00,2,2021
263,106,Druzkowska,POL,0,0,0,,,0,2021
264,106,Cekulaev,GER,0,0,0,,,0,2021
265,106,Snape,CAN,0,0,0,,,0,2021
266,106,Pipunyrova,RUS,0,2,2,0.00,0.00,4,2021
267,106,H. Jasper,NED,0,0,0,,,0,2021
268,106,Podkopaeva,RUS,0,0,0,,,0,2021
269,106,S. Sahin,TUR,0,0,0,,,0,2021
270,106,Cebecioğlu,TUR,0,0,0,,,0,2021
271,106,De Tant,BEL,0,0,0,,,0,2021
272,106,Reesink,NED,0,0,0,,,0,2021
273,106,Morello,ITA,0,0,3,0.00,0.00,3,2021
274,106,Oude Luttikhuis,NED,0,0,0,,,0,2021
275,1,Herbots,BEL,282,83,400,23.50,36.86,765,2022
276,2,Koga,JPN,234,55,283,18.00,40.91,572,2022
277,3,Li Y.Y.,CHN,217,66,175,16.69,47.38,458,2022
278,4,Karakurt,TUR,216,72,179,14.40,46.25,467,2022
279,5,Bjelica,SRB,208,86,262,13.87,37.41,556,2022
280,6,K. Pimpichaya,THA,204,66,203,15.69,43.13,473,2022
281,7,Egonu,ITA,184,53,138,16.73,49.07,375,2022
282,8,Van Ryk,CAN,182,94,160,15.17,41.74,436,2022
283,9,M. Chatchu-On,THA,180,55,209,13.85,40.54,444,2022
284,10,Gray,CAN,171,53,160,14.25,44.53,384,2022
285,10,Gong X.Y.,CHN,171,38,141,13.15,48.86,350,2022
286,11,Orthmann,GER,163,52,170,13.58,42.34,385,2022
287,12,K. Ajcharaporn,THA,162,54,223,12.46,36.90,439,2022
288,13,Peña Isabel,DOM,159,70,191,13.25,37.86,420,2022
289,14,Kisy,BRA,156,51,166,10.40,41.82,373,2022
290,15,Różański,POL,148,62,202,12.33,35.92,412,2022
291,15,Gabi,BRA,148,63,134,13.45,42.90,345,2022
292,16,Güneş,TUR,138,21,71,9.20,60.00,230,2022
293,17,Lozo,SRB,137,45,129,12.45,44.05,311,2022
294,18,Inoue,JPN,135,34,201,10.38,36.49,370,2022
295,19,Gaila,DOM,126,69,134,10.50,38.30,329,2022
296,20,Bergmann,BRA,121,50,128,8.07,40.47,299,2022
297,20,Baladın,TUR,121,53,103,8.07,43.68,277,2022
298,21,Alsmeier,GER,111,32,121,10.09,42.05,264,2022
299,21,Plak,NED,111,35,115,9.25,42.53,261,2022
300,22,Nwakalor S.,ITA,110,46,89,7.33,44.90,245,2022
301,23,Erdem,TUR,108,25,76,7.20,51.67,209,2022
302,23,Degradi,ITA,108,44,79,9.00,46.75,231,2022
303,23,Buijs,NED,108,29,154,13.50,37.11,291,2022
304,24,Paskova,BUL,104,44,161,8.67,33.66,309,2022
305,25,Savelkoel,NED,102,39,139,8.50,36.43,280,2022
306,26,Martinez,DOM,100,25,118,8.33,41.15,243,2022
307,27,Hayashi,JPN,99,35,96,7.62,43.04,230,2022
308,27,Yordanova,BUL,99,44,87,12.38,43.04,230,2022
309,28,Lazović,SRB,96,35,110,6.40,39.83,241,2022
310,28,Czyrniańska,POL,96,42,132,12.00,35.56,270,2022
311,29,Carol,BRA,92,22,53,6.13,55.09,167,2022
312,30,Chausheva,BUL,90,43,140,7.50,32.97,273,2022
313,31,Wang Y.Y.,CHN,88,18,48,6.77,57.14,154,2022
314,32,Weitzel,GER,87,15,81,7.25,47.54,183,2022
315,32,Cook,USA,87,24,86,9.67,44.16,197,2022
316,33,Aleksić,SRB,86,21,55,5.73,53.09,162,2022
317,34,Stigrot,GER,85,25,132,7.08,35.12,242,2022
318,35,Jeongah,KOR,83,49,155,6.92,28.92,287,2022
319,36,Yuan X.Y.,CHN,81,12,85,6.23,45.51,178,2022
320,37,Pri Daroit,BRA,80,32,97,5.33,38.28,209,2022
321,38,Dambrink,NED,79,33,102,6.58,36.92,214,2022
322,39,Frantti,USA,78,18,44,8.67,55.71,140,2022
323,39,Timmerman,NED,78,13,66,6.50,49.68,157,2022
324,40,Maglio,CAN,77,10,60,6.42,52.38,147,2022
325,41,Stevanović,SRB,76,32,78,5.07,40.86,186,2022
326,42,Lohuis,NED,75,9,69,6.25,49.02,153,2022
327,43,Johnson,CAN,74,41,113,6.17,32.46,228,2022
328,44,Łukasik,POL,73,30,72,6.08,41.71,175,2022
329,45,Dimitrova N.,BUL,72,15,56,6.00,50.35,143,2022
330,45,Sohwi,KOR,72,42,123,6.00,30.38,237,2022
331,46,Van Avermaet,BEL,71,14,98,7.10,38.80,183,2022
332,47,Jineiry,DOM,67,15,70,5.58,44.08,152,2022
333,48,Drews,USA,66,21,64,7.33,43.71,151,2022
334,48,Chirichella,ITA,66,19,55,4.40,47.14,140,2022
335,49,Thompson,USA,63,22,55,7.00,45.00,140,2022
336,49,Van Gestel,BEL,63,35,122,5.25,28.64,220,2022
337,49,Janssens,BEL,63,17,74,5.25,40.91,154,2022
338,49,Buša,SRB,63,33,88,5.73,34.24,184,2022
339,50,Bajema,USA,61,15,52,7.62,47.66,128,2022
340,51,Ishikawa,JPN,60,26,71,4.62,38.22,157,2022
341,52,Bosetti,ITA,58,18,47,8.29,47.15,123,2022
342,53,Szlagowska,POL,56,31,81,4.67,33.33,168,2022
343,54,Parsons,USA,54,15,56,6.00,43.20,125,2022
344,55,Schölzel,GER,53,18,36,4.42,49.53,107,2022
345,55,Shimamura,JPN,53,15,74,4.08,37.32,142,2022
346,55,Plummer,USA,53,16,38,5.89,49.53,107,2022
347,56,B. Hattaya,THA,50,11,51,5.00,44.64,112,2022
348,56,Jin Y.,CHN,50,22,63,3.85,37.04,135,2022
349,57,Janiska,GER,49,30,92,4.08,28.65,171,2022
350,57,S. Sahin,TUR,49,23,55,4.45,38.58,127,2022
351,58,HEEJIN,KOR,48,31,86,4.00,29.09,165,2022
352,59,Todorova M.,BUL,47,6,31,3.92,55.95,84,2022
353,59,Guilliams,BEL,47,33,81,5.88,29.19,161,2022
354,60,Górecka,POL,46,22,59,3.83,36.22,127,2022
355,61,Dahyeon,KOR,45,20,53,3.75,38.14,118,2022
356,62,Dimitrova,BUL,44,17,60,11.00,36.36,121,2022
357,62,Pietrini,ITA,44,7,40,6.29,48.35,91,2022
358,63,Vanjak,GER,43,24,71,3.58,31.16,138,2022
359,63,Lemmens,BEL,43,9,38,3.58,47.78,90,2022
360,63,Martin,BEL,43,21,36,3.58,43.00,100,2022
361,63,Danesi,ITA,43,9,28,3.91,53.75,80,2022
362,64,Cross,CAN,42,5,28,3.50,56.00,75,2022
363,64,Milenković,SRB,42,23,80,3.82,28.97,145,2022
364,65,Uchiseto,JPN,41,12,59,3.15,36.61,112,2022
365,66,Korneluk,POL,40,11,32,5.00,48.19,83,2022
366,67,Wang Y.L.,CHN,39,21,83,3.00,27.27,143,2022
367,68,Gryka,POL,38,13,25,3.17,50.00,76,2022
368,69,Peralta,DOM,37,14,61,3.08,33.04,112,2022
369,69,Ogawa,JPN,37,15,45,2.85,38.14,97,2022
370,69,M. Jasper,NED,37,23,64,3.08,29.84,124,2022
371,70,Hanbi,KOR,36,23,48,3.00,33.64,107,2022
372,71,Julia Kudiess,BRA,35,6,22,3.18,55.56,63,2022
373,72,İvegin,TUR,34,25,40,3.09,34.34,99,2022
374,73,Kingdon,USA,32,8,42,4.00,39.02,82,2022
375,73,Bonifacio,ITA,32,6,22,2.13,53.33,60,2022
376,73,Hoyoung,KOR,32,9,35,4.00,42.11,76,2022
377,74,Gennari,ITA,31,4,47,2.82,37.80,82,2022
378,74,Juah,KOR,31,17,40,3.10,35.23,88,2022
379,75,Seonwoo,KOR,30,37,55,4.29,24.59,122,2022
380,75,Boz,TUR,30,14,39,2.73,36.14,83,2022
381,76,Diken,TUR,27,18,33,1.80,34.62,78,2022
382,76,Sylla,ITA,27,12,34,2.45,36.99,73,2022
383,76,Washington,USA,27,12,22,3.00,44.26,61,2022
384,77,Gonzalez,DOM,26,17,22,2.17,40.00,65,2022
385,77,Perinelli,ITA,26,7,33,6.50,39.39,66,2022
386,77,Mirković,SRB,26,5,21,1.73,50.00,52,2022
387,78,Cekulaev,GER,25,3,14,2.08,59.52,42,2022
388,78,Guillen,DOM,25,16,29,3.12,35.71,70,2022
389,78,Zelenovic,SRB,25,10,37,6.25,34.72,72,2022
390,79,Witkowska,POL,24,4,15,3.00,55.81,43,2022
391,80,Hall,USA,23,7,18,2.88,47.92,48,2022
392,81,Diana,BRA,22,7,18,2.75,46.81,47,2022
393,81,Ana Cristina,BRA,22,13,23,2.00,37.93,58,2022
394,81,Alagierska,POL,22,7,15,2.75,50.00,44,2022
395,81,Mitrovic,CAN,22,10,30,1.83,35.48,62,2022
396,82,Vuchkova,BUL,21,4,15,5.25,52.50,40,2022
397,82,Knollema,NED,21,12,31,1.75,32.81,64,2022
398,82,Ogbogu,USA,21,3,11,4.20,60.00,35,2022
399,83,Hippe,GER,20,11,20,1.67,39.22,51,2022
400,83,Rettke,USA,20,9,15,2.22,45.45,44,2022
401,83,Milanova A.,BUL,20,8,17,1.67,44.44,45,2022
402,83,Fedusio,POL,20,10,26,1.67,35.71,56,2022
403,84,Lorenne,BRA,19,11,45,2.71,25.33,75,2022
404,84,Kitipova,BUL,19,0,17,1.58,52.78,36,2022
405,84,Minkyoung,KOR,19,11,34,1.58,29.69,64,2022
406,84,Tapp,USA,19,8,3,2.11,63.33,30,2022
407,84,Reed,USA,19,7,21,4.75,40.43,47,2022
408,84,B. Jarasporn,THA,19,9,16,2.38,43.18,44,2022
409,85,Yerim,KOR,18,9,21,1.50,37.50,48,2022
410,85,Yamada,JPN,18,4,28,2.00,36.00,50,2022
411,85,Mihajlovic,SRB,18,8,25,2.57,35.29,51,2022
412,85,Guerra,ITA,18,4,11,4.50,54.55,33,2022
413,86,Brie,CAN,17,4,25,1.42,36.96,46,2022
414,86,Cuttino,USA,17,6,25,4.25,35.42,48,2022
415,87,Dixon,USA,16,3,19,2.00,42.11,38,2022
416,87,Malinov,ITA,16,2,13,1.07,51.61,31,2022
417,87,Jurczyk,POL,16,2,8,2.00,61.54,26,2022
418,88,K.Kaewkalaya,THA,15,3,40,1.15,25.86,58,2022
419,88,Marinova,BUL,15,6,35,1.25,26.79,56,2022
420,88,Lubian,ITA,15,5,10,1.00,50.00,30,2022
421,88,Mirosavljevic,SRB,15,3,21,1.25,38.46,39,2022
422,89,S. Thanacha,THA,14,6,10,1.08,46.67,30,2022
423,89,Aydın,TUR,14,7,17,2.00,36.84,38,2022
424,90,G. Pornpun,THA,13,3,17,1.00,39.39,33,2022
425,91,N. Thatdao,THA,12,2,7,4.00,57.14,21,2022
426,91,Cebecioğlu,TUR,12,5,9,3.00,46.15,26,2022
427,92,Marte,DOM,11,5,22,0.92,28.95,38,2022
428,92,Özbay,TUR,11,3,16,0.73,36.67,30,2022
429,92,Yoshino,JPN,11,7,15,1.22,33.33,33,2022
430,92,Stragier,BEL,11,2,18,1.10,35.48,31,2022
431,92,Drča,SRB,11,3,12,1.57,42.31,26,2022
432,92,Yokota,JPN,11,1,11,2.75,47.83,23,2022
433,93,Kästner,GER,10,3,8,0.83,47.62,21,2022
